,Course ID,Course Name,Credit Count,Prerequisites,Course Description,General Education Goal
2693,URBS 431,Urban Design Principles,3,,A basic working knowledge and vocabulary of urban design concepts and techniques in an applied problem-solving context.,
2694,URBS 437,Urban Heritage Preservation,3,,"Preservation techniques, principles of structural evaluation, adaptive use potentials and options, economic consideration in preservation and the role of legislation.",
2695,URBS 438,Historic Preservation: Policy and Field Methods,3,,"Historic Preservation: Policy and Field Methods introduces students to the rules and laws of structural historic preservation. The course will investigate the major policy documents, laws, agencies, survey methods, and examine how they are applied in local government preservation.",
2696,URBS 453,Grants Administration,3,,Raising resources for public and nonprofit organizations--from needs assessment through obtaining funding to managing the grant after it is awarded.,
2697,URBS 457,Economic Development,3,,"A survey course covering the concepts, processes, tools and strategies of economic development in local communities. Emphasis is on the “why” and “how” of economic development.",
2698,URBS 461,Environmental Planning,3,,"Examines and applies the fundamental concepts, techniques and mechanisms for environmental planning at the city, county, and substate regional levels.",
2699,URBS 471,Urban Transportation,3,,"Examines transportation problems of, and solutions for large and medium sized cities. Special emphasis on reducing traffic congestion, improving management of transit systems, and linking transportation and land-use planning.",
2700,URBS 481,Selected Topics,3-Jan,,Varying topics dealing with emerging trends and contemporary needs facing urban America.,
2701,URBS 485,Community-Based Problem Solving,6-Jan,Consent,Problem solving in communities and direct involvement into specific areas of study of student interest.,
2702,URBS 489,Capstone Seminar,3,,"Assemble and evaluate information and opinions into a coherent position on what makes cities work, and prepare for entry into professional world of work in cities.",
2703,URBS 497,(1-12) Internship,12-Jan,Consent,"Scheduled work assignments, varying in length and content, under the supervision of selected professional sponsors.",
2704,URBS 499,Individual Study,4-Jan,Consent,"Independent study under supervision of an instructor with a research paper or report to be presented. Wellness WELL 100 Building Academic and Wellness Skills for Student WLC 280W This course explores a wide range of cultural topics such as race, gender, human rights, social conflict, mythology, imaginary worlds, etc. Topics vary every semester and will be explored from a global perspective involving at least 4 cultures (e.g., Dakota, German, Francophone, Scandinavian, Hispanic, Lusophone, etc.). The course is taught in English and exposes students to international and diverse points of view that prepare them to be global citizens.",{Purple}
2705,WLC 310,Portuguese for Spanish Speakers,4,SPAN 201W. Completion of one 300 level Spanish course or equivalent intermediate-midproficiency level of Spanish for admission to the course. See department for language proficiency evaluation information or instructor permission.,The course is designed to help advanced Spanish students identify similarities and differences between Spanish and Portuguese and begin developing Portuguese productive language skills and cultural competency through comparative practice.,
2706,WLC 398,CPT: Co-Operative Experience,0,,Curricular practical training for World Languages and Cultures is a full-time practical experience in a professional setting in which more than one language is used. The experience is designed to allow students to improve overall communicative proficiency in languages and address business practices associated with the students’ academic field of expertise. The Co-Op experience covers a minimum of two consecutive academic terms and requires that students register for a minimum of two consecutive academic terms following the experience.,
2707,WLC 460,Methods of Teaching Modern Languages,3,Students must demonstrate sufficient language competence,"Introduction to theory and practice of modern language teaching, including lessons in listening, speaking, reading, writing, vocabulary, and culture. Includes testing, program design, lesson planning, and use of technology. Fall in the target language so as to be able to teach courses exclusively in the target language. See content faculty for evaluation.",
2708,WLC 461,Applied Modern Language Teaching Methods,1,,"A field experience including placement in the secondary level school setting for students earning licensure in modern language teaching. Practicum students work with middle or high school students of French, German, or Spanish. Take concurrently with or following",
2709,WLC 463,Applied FLES Methods,1,,"A field experience including placement in the elementary level school setting for students earning licensure in modern language teaching. Practicum students work with elementary school students in French, German, or Spanish. Take concurrently with or following WLC 462.",
2710,WLC 499,Individual Study,4-Jan,,Special topics in language education. May be repeated for credit.,
2711,ART 110,Drawing Foundations,3,,and,
2712,ART 275,Introduction to Photography,3,,". Topics covered include medium and large format film cameras and film development, film scanning, as well as digital editing, manipulation, and fine art digital print and darkroom print output. Additionally, we will discuss lighting, composition, creative problem solving, and creating a cohesive series. In rotation with",{06}
