Course Number,Course Name,Credit Count,Prerequisites,Color Group
FCS 260,"Child Health, Safety, and Nutrition",3,,
FCS 270,Family Housing,3,,
FCS 275,Consumers in the Economy,3,,
FCS 280,Food Systems and Policy,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
FCS 284,Career and Technical Education,3,,
grades 5-12.,Principles and application of,"traditional,",,
FCS 301,Lifespan Development,3,,
FCS 303,Working With Families,3,,
FCS 331,Clothing Construction and Textiles,3,,
FCS 340,Food Science,4,,
FCS 340,Food Science,4,,
FCS 360,Romantic Relationships,3,,
FCS 375,Foodservice Management Principles,3,,
FCS 376,Quantity Food Production,4,,
Prerequisites: FCS,"340,",FCS,,
FCS 380,Nutrition Focused Assessment,3,,
FCS 380,Nutrition Focused Assessment,3,,
FCS 400,Culturally Diverse Family Systems,3,,Purple
FCS 401,Family Life Development,3,,
FCS 402,Play and Child Development,3,,
FCS 403,Parents and Peers and Adolescent Development,3,,
FCS 414W,Family Policy and Ethics,3,,Purple
FCS 439,Nutrition for Physical Activity and Sport,3,,
Prerequisites: FCS,140 or,FCS,,
FCS 440,Advanced Human Nutrition,3,,
Prerequisites: CHEM,"111,",FCS,,
FCS 460,Foundations of Medical Nutrition Therapy,3,,
Prerequisites: HLTH,"321, FCS 380,",FCS,,
FCS 462,Advanced Medical Nutrition Therapy,3,,
Prerequisites: FCS,460 or,FCS,,
FCS 463,Nutrient Metabolism and Genetics,2,,
Prerequisites: FCS,460 or,FCS,,
272 2024-2025,Undergraduate,Catalog,,
FCS 473,Consumer Protection,3,,
FCS 474,Community Resources and Family Support,3,,
FCS 476,Nutrition Across the Lifecycle,3,,
FCS 476,Nutrition Across the Lifecycle,3,,
FCS 478,Family Finance,3,,
FCS 479,FCS Research,1-6,,
FCS 480W,Applied Food Science,3,,
Prerequisites: FCS,"340,",ServSafe,,
FCS 482,Family Life Education,3,,
FCS 483,Adult and Technical Education in,Family,,
FCS 483,Adult and Technical Education in,Family,,
FCS 484,Program Development in Family Consumer,Science3,,
"interests, and",socioeconomic levels. 12-hour program,clinical,,
FCS 488,Parenting Education,3,,
FCS 493,Supervised Experiential Learning,1-6,,
FCS 494,Family Life Education Practicum,1-3,,
FCS 496,Selected Topics: CDFS,2-3,,
FCS 497,Internship,1-6,Consent,
FCS 499,Individual Study,1-6,,
FILM 110,Film Appreciation,4,,
FILM 114,Introduction to Film,4,,
FILM 210W,Film Genres,4,,
FILM 214,Topics in Film Studies,4,,
FILM 216W,Writing About Film,4,,
FILM 217,Introduction to Film Production,4,,
FILM 275,Independent Cinema,4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
FILM 317,Advanced Film Production,4,,
films. Pre-req:,ENG 217 or permission of instructor. May,be,,
Prerequisites: FILM,217 or permission,of,,
FILM 334W,International Cinema,4,,
FILM 342,Film Performance Analysis,4,,
FILM 402,Film History I (1895-1960),4,,
trends that,defined cinema throughout its first 65 years as a,medium.,,
FILM 412,Film History II (1961-Present),4,,
trends that,have defined cinema from the early 1960s to the,present.,,
FILM 416,Film Theory and Criticism,4,,
Prerequisites: FILM,402 or,FILM,,
FILM 472,Film Authorship,4,,
FILM 493,Advanced Topics in Film Studies,1-4,,
FILM 498,Internship,1-6,Consent of instructor,
FILM 499,Individual Study,1-4,Consent of instructor,
FINA 100,Personal Financial Management,3,,
FINA 362,Business Finance,3,,
FINA 362,Business Finance,3,,
FINA 372,Special Topics in Finance,3,,
FINA 375,Business Analytics,3,,
Prerequisites: ECON,"207,",STAT,,
FINA 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,
274 2024-2025,Undergraduate,Catalog,,
FINA 400,Financial Analysis Using Excel,3,,
This course,is intended for students who have completed,FINA,,
This course,is intended for students who have completed,FINA,,
FINA 458,Estate Planning,3,,
Prerequisites: FINA,100 or,FINA,,
FINA 459,Personal Financial Planning,3,,
Prerequisites: ACT,"330, FINA 458, FINA 460, FINA 470. Select FINA",100,,
Prerequisites: ACT,"330, FINA 458, FINA 460, FINA 470. Select FINA",100,,
FINA 460,Investments,3,,
FINA 460,Investments,3,,
FINA 461,Advanced Corporate Finance,3,,
FINA 461,Advanced Corporate Finance,3,,
FINA 462,Strategic Financial Management,3,,
FINA 462,Strategic Financial Management,3,,
FINA 463,Equity Valuation,3,,
Prerequisites: FINA,362 and,FINA,,
FINA 464,Financial Institutions and Markets,3,,
FINA 464,Financial Institutions and Markets,3,,
FINA 466,Retirement Planning,3,,
Prerequisites: FINA,100 or,FINA,,
FINA 467,Insurance and Risk Management,3,,
FINA 470,Personal Insurance,3,,
FINA 475,Business Analytics II,3,,
FINA 475,Business Analytics II,3,,
FINA 477,Real Estate,3,,
Prerequisites: FINA,100 or,FINA,,
FINA 480,Options and Futures,3,,
FINA 480,Options and Futures,3,,
FINA 482,Risk Management for Financial Institutions,3,,
FINA 482,Risk Management for Financial Institutions,3,,
FINA 490,Debt Markets,3,,
FINA 490,Debt Markets,3,,
FINA 492,Study Tour,1-3,Permission Required,
FINA 493,Maverick Fund,3,,
FINA 493,Maverick Fund,3,,
FINA 493,Maverick Fund,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
FINA 497,Internship,1-9,Permission Required,
FINA 498,Internship,3,Permission Required,
FINA 499,Individual Study,1-3,Permission Required,
FYEX 100,First Year Seminar,1,,
FREN 101,Elementary French I,5,,
FREN 102,Elementary French II,5,,
Prerequisites: FREN,101,or,,
FREN 201,Intermediate French I,4,One year university French or equivalent,
FREN 202,Intermediate French II,4,,
Prerequisites: FREN,201,or,,
FREN 214,Paris et L’lle de France,1-3,,
Prerequisites: FREN,"101, FREN 102,",or,,
FREN 216,Conversation,1-4,,
Prerequisites: FREN,"101, FREN 102,",or,,
FREN 217,Modern France,1-3,,
Prerequisites: FREN,"101, FREN 102,",or,,
FREN 218,On Y Va,1,,
FREN 261,Conversation & Pronunciation,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 280W,Parallel Worlds: Exploring Cultures &,Symbols4,,
involving at,"least 4 cultures (e.g. Dakota,","German,",,Purple
FREN 293,Supervised Study in French-Speaking,Countries1-6,,
Prerequisites: FREN,"101, FREN 102,",or,,
FREN 299,Individual Study,1-4,,
FREN 301,Third Year Vocabulary Review,3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 302W,Composition,2-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 304,Third Year Grammar Review,3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 305,France Today,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 314,Paris et L’lle de France,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 315,Composition,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 316,Conversation,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
276 2024-2025,Undergraduate,Catalog,,
FREN 317,Modern France,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 318,Introduction to Business French,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 322,Listening Comprehension and Pronunciation,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 323,French Phonetics & Applied Linguistics,2-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 350,Introduction to French Literature,3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 366,Oral Communication,1-6,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 393,Supervised Study in French-Speaking,Countries1-6,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 402,French Civilization,3-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 404,French Syntax,2-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 405,Business French I,2-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 406,Business French II,2-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 414,Paris et L’lle de France,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 416,Conversation,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 417,Modern France,1-3,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 420,French Seminar,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 432,French Literature I,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 442,French Literature II,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 452,French Literature III,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 492,(1-4) Individual Study,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 494,Supervised French Study,1-6,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 497,Internship,1-6,,
Prerequisites: FREN,"201, FREN 202,",or,,
FREN 499,Individual Study,1-4,,
Prerequisites: FREN,"201, FREN 202,",or,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
GWS 110,Introduction to Gender,4,,Purple
GWS 110W,Introduction to Gender,4,,Purple
GWS 120,Violence and Gender,4,,Purple
GWS 120W,Violence and Gender,4,,Purple
GWS 220,Sex and Gender Worldwide,4,,Purple
GWS 220W,Sex and Gender Worldwide,4,,Purple
GWS 222,"Gender, Law, & Justice",4,,
GWS 225,Queer America,4,,Gold
GWS 225W,Queer America,4,,Gold
GWS 230,"Gender, Race, and Popular Culture",4,,
GWS 250,"Health, Wealth, and Power",4,,Purple
GWS 260,Selected Topics,1-4,,
GWS 277,Individual Study,1-6,Women’s Studies major/minor,
GWS 290,Workshop,1-4,,
GWS 310,Feminist Thought,4,,
GWS 330,Feminist Activism and Social Justice,4,,
GWS 340,Undergraduate Seminar,4,,
Prerequisites: GWS,110 or GWS 220,or,,
278 2024-2025,Undergraduate,Catalog,,
GWS 411,Sexual Assault Victim Advocacy,4,,
support. Students,who satisfactorily complete 40 hours of,training,,
GWS 420,Identity Work in Women’s Reentry Experiences,4,,
program located,within the women’s prison. Same course as,SOC,,Gold
GWS 440,Cultivating Inclusive Classrooms,4,,
GWS 455,Sexuality & Queer Identities,4,,
GWS 460,Selected Topics,1-4,,
GWS 477,Individual Study,1-6,Must be department major/minor,
GWS 490,Workshop,1-4,,
GWS 497,Internship: Teaching,1-6,,
Students assist,a faculty member in teaching a 100,or,,
Prerequisites: GWS,110 or GWS 220,and,,
GWS 498,Internship: Community,1-6,,
GEOG 100,Elements of Geography,3,,Purple
GEOG 101,Introductory Physical Geography,4,,
GEOG 102,World Regional Geography,3,,Purple
GEOG 103,Introductory Cultural Geography,3,,Purple
GEOG 105,Introduction to Geospatial Technologies,3,,
GEOG 205,Precision Agriculture,3,,
GEOG 210W,Landscapes and Places,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
GEOG 217,Weather,4,,
GEOG 299,Individual Study,1-3,Consent,
GEOG 313,Natural Disasters,4,,
GEOG 315,Geomorphology,4,,
GEOG 340,United States,3,,
GEOG 342,Geography of Minnesota,3,,
GEOG 352,GIS for Crime Analysis,3,,
GEOG 370,Cartographic Techniques,4,,
GEOG 373,Introduction to Geography Information,Systems4,,
GEOG 401,Colloquium,1,,
GEOG 409,Selected Topics,1-4,,
GEOG 410,Climatic Environments,3,,
GEOG 411,Soils Geomorphology,4,,
GEOG 412,Advanced Weather,4,,
GEOG 412,Advanced Weather,4,,
GEOG 413,Soil Conservation,4,,
GEOG 414,Biogeography,3,,
GEOG 415,Earth Surface Processes,4,,
GEOG 416W,Fluvial Geomorphology and Hydrology,4,,
Prerequisites: Either,GEOG 101 or GEOL 121 and GEOG 315 or,415,,
280 2024-2025,Undergraduate,Catalog,,
GEOG 417,Quaternary Environments and Climatic Change,4,,
of humans.,This course has three segments: 1) An examination,of,,
distinct environments;,2) Investigation into worldwide,evidence,,
systems; 3),Introduction into various,methodological,,
Prerequisites: Either,GEOG 101 or ANTH 210; We,strongly,,
students to,take GEOG 315 before enrolling. GEOL 121 can,be,,
for GEOG,101 with,instructor,,
GEOG 420,Conservation of Natural Resources,3,,
GEOG 425,Economic Geography,3,,
GEOG 428,Human Migration,3,,Purple
GEOG 435,Urban Geography,3,,
GEOG 436,Rural Geography,3,,
GEOG 437,Political Geography,3,,
GEOG 438,Social Geography,3,,
GEOG 439,Transportation Modeling & GIS,4,,
Four major,sets of ideas will be covered: (1) Introduction,to,,
"Organization, (2)","Network Analysis, (3) Allocation","Methods,",,
(4) Urban,Transportation. The emphasis is on these,approaches,,
GEOG 440,Field Studies,1-4,,
GEOG 445,Latin America,3,,
GEOG 446,Canada,3,,
GEOG 450,Europe,3,,
GEOG 458,Geography of East Asia,3,,
GEOG 471,Digital Field Mapping with GPS,4,,
Prerequisites: GEOG,373,or,,
GEOG 473,Intermediate GIS,4,,
GEOG 473,Intermediate GIS,4,,
GEOG 474,Introduction to Remote Sensing,4,,
GEOG 475,Open-Source GIS,4,,
overlay analysis;,raster image styling and analysis; 3D,and,,
Prerequisites: GEOG,"373,",GEOG,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
GEOG 476,Spatial Statistics,3,,
GEOG 477,Topics in Techniques,1-3,Consent,
GEOG 478,Spatial Analysis with GIS,3,,
GEOG 479,GIS Practicum,1-4,,
Prerequisites: Prerequisite:,"GEOG 373, or 473/573, or",permission,,
GEOG 480,Seminar,1-4,,
GEOG 481,GIS and Environmental Hazards,3,,
GEOG 481,GIS and Environmental Hazards,3,,
GEOG 482,GIS for Natural Resources,4,,
GEOG 482,GIS for Natural Resources,4,,
GEOG 483,Cloud Mapping & Visualization,4,,
"Visualization, ArcGIS","Arcade Expressions, Custom","Pop-ups,",,
"Visualization, ArcGIS","Arcade Expressions, Custom","Pop-ups,",,
GEOG 484,Web GIS,4,,
based 3D,mapping. Web mapping and Web GIS theories,and,,
GEOG 485,GIS Programming,4,,
GEOG 491,Senior Paper,1-4,,
GEOG 497,(1-10) Internship,1-10,Consent,
GEOG 499,Individual Study,1-3,Consent,
GEOL 100,Our Geologic Environment,3-4,,
282 2024-2025,Undergraduate,Catalog,,
GEOL 104,Introduction to Soil Science,4,,
GEOL 107,Environmental Justice in Geoscience,4,,Purple
GEOL 108,Oceans of the World,3,,
GEOL 121,Physical Geology,4,,
GEOL 122,Earth History,4,,
GEOL 201,Elements of Mineralogy,4,,
Prerequisites: GEOL,100 or GEOL 107 or,GEOL,,
GEOL 291,Introduction to Water and Soil Analysis,2,,
GEOL 302,Petrology,4,,
GEOL 302,Petrology,4,,
GEOL 310,Earth and Space Systems,3,,
Prerequisites: AST,"101, CHEM 201,",GEOL,,
GEOL 320W,Sedimentology and Stratigraphy,4,,
Prerequisites: Select,"one course: GEOL 100, GEOL 107,",GEOL,,
GEOL 330,Structural Geology,4,,
Prerequisites: GEOL,100 or GEOL 107 or,GEOL,,
GEOL 401,Field Studies,1-3,,
over an,extended weekend (4-6 days). Potential study sites,may,,
Prerequisites: GEOL,100 or GEOL 121 and,GEOL,,
GEOL 410,Glacial Geology,3,,
Prerequisites: GEOL,100 or GEOL 107 or,GEOL,,
GEOL 430,Intro to Geophysics and Seismology,3,,
Prerequisites: GEOL,"121, GEOL 201,",GEOL,,
GEOL 440,Geology Field Camp,4-8,,
Prerequisites: GEOL,"121, GEOL 122, GEOL 201, GEOL 320W,",GEOL,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
GEOL 449,Applied Soil Science and Surface Hydrology,4,,
Prerequisites: GEOL,100 GEOL 104 or GEOL 107 or,GEOL,,
GEOL 450,Hydrogeology,3,,
"and MT3D,",the two most commonly used,groundwater,,
Prerequisites: GEOL,100 or GEOL 107 or,GEOL,,
GEOL 460,Soil Biogeochemistry,3,,
Prerequisites: GEOL,"104, and CHEM 191 or",CHEM,,
GEOL 490,Workshop,1-4,,
GEOL 495,Seminar,2,,
GEOL 495,Seminar,2,,
GEOL 497,Internship,1-10,,
GEOL 499,Individual Study,1-5,,
GER 101,Elementary German I,4,,
GER 102,Elementary German II,4,,
Prerequisites: GER,101,or,,
GER 150W,The German-Speaking Countries:,An,,
GER 150W,The German-Speaking Countries:,An,,
GER 201,Intermediate German I,4,,
Prerequisites: GER,102,or,,
GER 202,Intermediate German II,4,,
Prerequisites: GER,201,or,,
GER 280W,Parallel Worlds: Exploring Cultures & Symbols,4,,
involving at,"least 4 cultures (e.g. Dakota,","German,",,
GER 293,Supervised Study Abroad: Intermediate,1-4,,
GER 299,Individual Study,1-4,as appropriate for level of project,
GER 340,German Topics in Language,1-4,Two years of university level German or equivalent.,
GER 341,German Composition and Conversation,4,,
Prerequisites: completion,of GER 202,or,,
GER 342,Selected Readings,1-4,,
Prerequisites: Completion,of GER 202,or,,
GER 343,German Civilization,1-4,,
Prerequisites: Completion,of GER 202,or,,
GER 393,Supervised Study Abroad,1-6,Intermediate Sequence,
GER 441,Conversation and Composition,4,,
Prerequisites: Completion,of at least one 300 level course,in,,
284 2024-2025,Undergraduate,Catalog,,
GER 442,German Literature,1-4,,
Prerequisites: Completion,of readings GER 302,or,,
GER 443,Topics in German Studies,1-4,,
GER 445,Topics in German Linguistics,1-4,,
Prerequisites: Completion,of a least one 300 level,German,,
GER 460,Topics in German Cinema,4,,
The course,explores 20th and 21st century German film,in,,
GER 490,Senior Capstone Project,1-4,,
Prerequisites: GER,"340, GER 341, GER 342, GER 343, GER 441.",Student,,
GER 493,Supervised Study Abroad: Advanced,1-6,Experience appropriate for level of credit,
GER 497,Internship,1-6,Experience appropriate to project,
GER 499,Individual Study,1-4,As appropriate for level of project,
HLTH 101,Health and the Environment,3,,
HLTH 102,Health Promotion Competencies for,the,,
HLTH 201,The Community Health Worker:,"Role,",,
"Outreach, and",Resources,3,,
HLTH 202,"Health Communication, Teaching,",and,,
HLTH 202,"Health Communication, Teaching,",and,,
HLTH 203,"Documentation, Legal, and Ethical Issues",in,,
HLTH 209,Basic First Aid & CPR,1,,
HLTH 210,Emergency Medical Responder First Aid & CPR,3,,
HLTH 211,Human Sexuality in a World of Diversity,3,,Purple
HLTH 212,Consumer Health,3,,
HLTH 225,Introduction to Alcohol and Drug Studies,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
HLTH 240,Drug Education,3,,
HLTH 260,Introduction to Applied Health Science,3,,
HLTH 260,Introduction to Applied Health Science is required,of,,
HLTH 295,Professional Preparation in Health Careers,1,,
HLTH 296,Internship: Community Health Worker,1-2,,
Supervised practical,experience (80 hours) that allows,opportunities,,
Prerequisites: HLTH,"101, HLTH 201, HLTH 202,",HLTH,,
HLTH 311,Family Life & Sex Education,3,,
HLTH 315,Holistic Health and Wellness,3,,
HLTH 320,School Health Education,3,,
HLTH 321,Medical Terminology,3,,
HLTH 360,Theories and Models of Health Education,3,,
to interventions,in health education. NOTE: HLTH 360 may,be,,
concurrently with,HLTH 260 with,instructor,,
concurrently with,HLTH 260 with,instructor,,
