Course Number,Course Name,Credit Count,Prerequisites,Color Group
KSP 222,Introduction to the Learner and Learning,2,N/A,N/A
Corequisites: KSP,"220W,",KSP,N/A,N/A
KSP 235,Human Development,3,N/A,N/A
KSP 330,Planning and Instruction in the Classroom,3,N/A,N/A
The course,is designed to guide K-12 and 5-12,teacher,N/A,N/A
KSP 334,Assessment & Evaluation,3,N/A,N/A
KSP 440,Creating Learning Environments to,Engage,N/A,N/A
"Families, and",Community,3,N/A,N/A
Corequisites: KSP,"440,",KSP,N/A,N/A
KSP 442,"Reading, Literacy, and Differentiated Instruction",in,N/A,N/A
KSP 442,"Reading, Literacy, and Differentiated Instruction",in,N/A,N/A
KSP 450,Human Relations in a Multicultural Society,3,N/A,N/A
to educational,settings. Required 18 hours,clinical,N/A,N/A
KSP 464,Professional Seminar,1,N/A,N/A
KSP 476,K-12 Student Teaching,11,N/A,N/A
Student teaching,in the K-12 schools including,weekly,N/A,N/A
Student teaching,in the K-12 schools including,weekly,Admission to student teaching.,N/A
Student teaching,in the K-12 schools including,weekly,N/A,N/A
KSP 477,5-12 Student Teaching,11,N/A,N/A
5-12 majors.,Prereq:,KSP,admission to student teaching.,N/A
KSP 480,Seminar,1-3,N/A,N/A
KSP 482,(3-6) Enrichment Experience Secondary,3-6,N/A,N/A
Corequisites: KSP,477 or,KSP,N/A,N/A
KSP 489,Selected Topics,1-3,N/A,N/A
KSP 490,Workshop,1-6,N/A,N/A
KSP 491,In-Service,1-4,N/A,N/A
KSP 497,Internship,1-8,N/A,N/A
KSP 499,Individual Study,1-6,N/A,N/A
EE 100,Explorations in Engineering,1,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
EE 105,Introduction to Electrical and Computer,Engineering,N/A,N/A
EE 105,Introduction to Electrical and Computer,Engineering,N/A,N/A
EE 106,Fundamental Digital System Design for,Electrical,N/A,N/A
EE 107,Intro to Electrical and Computer,Engineering,N/A,N/A
EE 230,Circuit Analysis I,3,N/A,N/A
Prerequisites: PHYS,"222 or concurrent, MATH 321",or,N/A,N/A
EE 231,Circuit Analysis II,3,N/A,N/A
Prerequisites: EE,"230 and EE 240, MATH 321,",PHYS,N/A,N/A
EE 234,Microprocessor Engineering I,3,N/A,N/A
Prerequisites: EE,107 or,EET,N/A,N/A
EE 235,Microprocessor Engineering Laboratory I,1,N/A,N/A
"conversions, and",interface design. EE 234 must be,completed,N/A,N/A
"conversions, and",interface design. EE 234 must be,completed,N/A,N/A
"conversions, and",interface design. EE 234 must be,completed,N/A,N/A
EE 240,Evaluation of Circuits,1,N/A,N/A
Laboratory support,for EE 230. Use of laboratory,instrumentation,N/A,N/A
using PSPICE.,Concepts covered in EE 230 will be verified,in,N/A,N/A
laboratory. Pre-req:,Must be taken concurrently with,EE,N/A,N/A
Prerequisites: Must,be taken concurrently with,EE,N/A,N/A
EE 241,Electric Circuits Lab,1,N/A,N/A
This is,the lab associated with EE231 class giving students,hands,N/A,N/A
"Prerequisites: EE,","230, EE 231,",EE,N/A,N/A
"Prerequisites: EE,","230, EE 231,",EE,N/A,N/A
EE 244,Introduction to Digital Systems,2,N/A,N/A
EE 245,Robotics Programming and Algorithms,3,N/A,N/A
EE 245,Robotics Programming and Algorithms,3,N/A,N/A
EE 253,Logic Circuits Lab,1,N/A,N/A
Laboratory support,to complement EE 244. Use,of,N/A,N/A
Prerequisites: EE,230 and concurrent with,EE,N/A,N/A
EE 254,Digital and Circuits Lab,1,N/A,N/A
Laboratory support,for EE 231 and EE 244. Experimental,evaluation,N/A,N/A
Prerequisites: EE,"230, EE 240 and concurrently with EE 231 and",EE,N/A,N/A
EE 281,Digital System Design with Testability,3,N/A,N/A
Prerequisites: EE,"106,",EE,N/A,N/A
256 2024-2025,Undergraduate,Catalog,N/A,N/A
EE 282,Digital System Design with Testability Lab,1,N/A,N/A
Laboratory support,for EE 282 practical aspects of design,and,N/A,N/A
Laboratory support,for EE 282 practical aspects of design,and,N/A,N/A
EE 298,Topics,1-4,to be determined by course topic,N/A
EE 303,Introduction to Solid State Devices,3,N/A,N/A
Prerequisites: PHYS,"222, and",MATH,N/A,N/A
EE 304,Lab: Introduction to Solid State Devices,1,N/A,N/A
Laboratory support,for EE 303. Experiments include resistivity,and,N/A,N/A
EE 332,Electronics I,3,N/A,N/A
EE 332,Electronics I,3,N/A,N/A
EE 333,Electronics II,3,N/A,N/A
EE 333,Electronics II,3,N/A,N/A
EE 334,Microprocessor Engineering II,3,N/A,N/A
interfaces such,"as SPI, I2C, and CAN. External memory design and onchip program memory protection are",also,N/A,N/A
EE 336,Principles of Engineering Design I,1,Junior Standing,N/A
EE 337,Principles of Engineering Design II,1,N/A,N/A
EE 337,Principles of Engineering Design II,1,N/A,N/A
EE 341,Signals & Systems,3,N/A,N/A
Prerequisites: EE,230. MATH 321 and,PHYS,N/A,N/A
EE 342,Electronics Laboratory,1,N/A,N/A
This lab,is designed to accompany EE 332. The lab,covers,N/A,N/A
Prerequisites: EE,231 and EE 332,taken,N/A,N/A
EE 343,Electronics II Laboratory,1,N/A,N/A
This course,will accompany EE 333 course dealing,with,N/A,N/A
555 timer,"application to Multivibrators, Memory circuits,",CMOS,N/A,N/A
Prerequisites: EE,"332,",EE,N/A,N/A
EE 344,Microprocessor II Laboratory,1,N/A,N/A
Laboratory support,for EE 334. Use of development boards,and,N/A,N/A
Prerequisites: Concurrent,with,EE,N/A,N/A
EE 350,Engineering Electromagnetics,3,N/A,N/A
Prerequisites: EE,"231, MATH 223, MATH 321 and",PHYS,N/A,N/A
EE 353,Communication Systems Engineering,3,N/A,N/A
Prerequisites: EE,"341,",MATH,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
EE 358,Control Systems,3,N/A,N/A
EE 358,Control Systems,3,N/A,N/A
EE 363,Communication Systems Laboratory,1,N/A,N/A
Prerequisites: Concurrent,with,EE,N/A,N/A
EE 368,Control Systems Laboratory,1,N/A,N/A
Laboratory support,for EE 358. Experimental evaluation,of,N/A,N/A
Prerequisites: EE,341 and concurrent with,EE,N/A,N/A
EE 390,Smart Sensor Systems,3,N/A,N/A
EE 395,Computer Hardware and Organization,3,N/A,N/A
Prerequisites: EE,"234, EE 235,",EE,N/A,N/A
EE 398,CPT: Co-Operative Experience,0,N/A,N/A
Prerequisites: EE,235. At least 60 credits earned; in,good,N/A,N/A
EE 445,Mobile Robotics,3,N/A,N/A
EE 445,Mobile Robotics,3,N/A,N/A
EE 450,Engineering Economics,3,Advanced standing in the program,N/A
EE 453,Advanced Communications Systems Engineering,3,N/A,N/A
Prerequisites: EE,353 and,EE,N/A,N/A
EE 463,Advanced Digital System Design,3,N/A,N/A
EE 463,Advanced Digital System Design,3,N/A,N/A
EE 467W,Principles of Engineering Design III,1-2,N/A,N/A
Prerequisites: EE,"332, EE 337, EE 341, EE 358. Select One Course:",EE,N/A,N/A
EE 390.,"Select One Course: EE 334, EE 353. Select One Course: EE","350,",N/A,N/A
EE 470,Wireless Networking,3,N/A,N/A
258 2024-2025,Undergraduate,Catalog,N/A,N/A
EE 471,Advanced Control Systems,3,N/A,N/A
This course,is a continuation of EE 358. Techniques for the,analysis,N/A,N/A
Prerequisites: EE,358 and,EE,N/A,N/A
EE 472,Digital Signal Processing,3,N/A,N/A
EE 472,Digital Signal Processing,3,N/A,N/A
EE 473,Electrical Power Systems Analysis and Design,3,N/A,N/A
Prerequisites: EE,231 or via permission,from,N/A,N/A
EE 474,Power Electronics,4,N/A,N/A
EE 474,Power Electronics,4,N/A,N/A
EE 475,Integrated Circuit Engineering,3,N/A,N/A
Prerequisites: EE,303 and,EE,N/A,N/A
EE 476,"Antennas, Propagation, & Microwave Engineering",3,N/A,N/A
EE 476,"Antennas, Propagation, & Microwave Engineering",3,N/A,N/A
EE 477W,Principles of Engineering Design IV,1-2,N/A,N/A
Prerequisites: EE,467 and,Senior,N/A,N/A
EE 478,Digital Signal Processing Lab,1,N/A,N/A
EE 478,Digital Signal Processing Lab,1,N/A,N/A
EE 478,Digital Signal Processing Lab,1,N/A,N/A
EE 479,Superconductive Devices,3,N/A,N/A
EE 479,Superconductive Devices,3,N/A,N/A
EE 480,Integrated Circuit Fabrication Lab,1,N/A,N/A
Prerequisites: Concurrent,with,EE,N/A,N/A
EE 481,VLSI Design Laboratory,1,N/A,N/A
This laboratory,accompanies EE 484. The laboratory covers,the,N/A,N/A
Prerequisites: Concurrent,with,EE,N/A,N/A
EE 482,Electromechanics,3,N/A,N/A
EE 482,Electromechanics,3,N/A,N/A
EE 483,Introduction to Smart Grid,3,N/A,N/A
EE 483,Introduction to Smart Grid,3,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
EE 484,VLSI Design,3,N/A,N/A
EE 484,VLSI Design,3,N/A,N/A
EE 485,ASIC Design,4,N/A,N/A
EE 485,ASIC Design,4,N/A,N/A
EE 486,Signal and Power Integrity,3,N/A,N/A
Prerequisites: EE,231.,EE,N/A,N/A
EE 487,RF Systems Engineering,3,N/A,N/A
Prerequisites: EE,353 and,EE,N/A,N/A
EE 488,PLC Application in Modern Industrial Automation,4,N/A,N/A
EE 489,Real-time Embedded Systems,4,N/A,N/A
Prerequisites: EE,"107, EE 334,",EE,N/A,N/A
EE 490,Engineering Applications of AI and ML,3,N/A,N/A
Prerequisites: EE,"341,",EE,N/A,N/A
EE 491,In-Service,1-4,N/A,N/A
EE 494,Global Experience in Engineering and Technology,1,N/A,N/A
and after,participation in the international experience (min.,2,N/A,N/A
EE 497,Internship,1-6,N/A,N/A
EE 498,Topics,1-4,to be determined by course topic,N/A
EE 499,(1-6) Individual Study,1-6,N/A,N/A
EET 112,Elementary Electricity and Electronics,3,N/A,N/A
EET 113,DC Circuits,3,N/A,N/A
analysis theorems.,Use of dependent sources in DC circuits.,MATH,N/A,N/A
or 115,may be,taken,N/A,N/A
Prerequisites: MATH,112 or,MATH,N/A,N/A
EET 114,AC Circuits,3,N/A,N/A
AC circuits.,Use of dependent sources in AC circuits. MATH 113,or,N/A,N/A
Prerequisites: MATH,113 or MATH 115 may be,taken,N/A,N/A
260 2024-2025,Undergraduate,Catalog,N/A,N/A
EET 115,Understanding Computers,3,N/A,N/A
EET 116,"Communications-Past, Present & Future",3,N/A,N/A
EET 117,Introduction to Digital Electronics,3,N/A,N/A
EET 118,"Electricity - Generation, Usage & Green",Alternatives3,N/A,Purple
EET 125,Perspective on Technology,3,N/A,N/A
EET 141,Integrated Computer Technology I,4,N/A,N/A
EET 141,Integrated Computer Technology I,4,N/A,N/A
EET 142,Integrated Computer Technology II,4,N/A,N/A
from small-scale,logic components. Coreq: EET,113,N/A,N/A
from small-scale,logic components. Coreq: EET,113,N/A,N/A
EET 143,Integrated Computer Technology III,4,N/A,N/A
"shift register,","transceiver, 555 timer, 555 oscillator,",D/A,N/A,N/A
Prerequisites: EE,"107,",EET,N/A,N/A
EET 221,Electronic CAD,3,N/A,N/A
EET 221,Electronic CAD,3,N/A,N/A
EET 222,Electronics I,4,N/A,N/A
response. Prereq:,EET 114,or,N/A,N/A
response. Prereq:,EET 114,or,N/A,N/A
EET 223,Electronics II,4,N/A,N/A
Prerequisites: MATH,"121, PHYS 211,",EET,N/A,N/A
EET 254,Microprocessors I,4,N/A,N/A
EET 254,Microprocessors I,4,N/A,N/A
EET 298,Topics,1-4,to be determined by course topic,N/A
EET 310,Programming Tools,4,N/A,N/A
taken concurrently,with,MATH,N/A,N/A
taken concurrently,with,MATH,N/A,N/A
EET 315,Programmable Instrumentation,3,N/A,N/A
Prerequisites: EE,234 and EE 235 OR,EET,N/A,N/A
EET 340,Programmable Hardware Technology,4,N/A,N/A
Prerequisites: EE,234 and EE 235 or,EET,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
EET 341,Electronic Shop Practices,2,N/A,N/A
EET 341,Electronic Shop Practices,2,N/A,N/A
EET 355,Electrical Power Systems,4,N/A,N/A
Prerequisites: EET,"114, MATH 127,",PHYS,N/A,N/A
EET 384,Microprocessors II,4,N/A,N/A
EET 393,Practicum,1-4,Permission required.,N/A
EET 398,CPT: Co-Operative Experience,0,N/A,N/A
Prerequisites: EET,223. At least 60 credits earned; in,good,N/A,N/A
EET 430,Computer Networking I,4,N/A,N/A
Prerequisites: MATH,"180,",EET,N/A,N/A
EET 431,Computer Networking II,4,N/A,N/A
A continuation,"of EET 430. Router configurations,",advanced,N/A,N/A
A continuation,"of EET 430. Router configurations,",advanced,N/A,N/A
EET 441,Embedded Systems,4,N/A,N/A
Prerequisites: MATH,"180,",EET,N/A,N/A
EET 452,Operational Amplifier Applications,3,N/A,N/A
Prerequisites: MATH,"127,",EET,N/A,N/A
EET 455,Power Electronics,3,N/A,N/A
EET 455,Power Electronics,3,N/A,N/A
EET 456,Analog Communications,4,N/A,N/A
microwave systems.,Course must be taken concurrently with,STAT,N/A,N/A
microwave systems.,Course must be taken concurrently with,STAT,N/A,N/A
microwave systems.,Course must be taken concurrently with,STAT,N/A,N/A
EET 458,Advanced Instrumentation,1,N/A,N/A
Prerequisites: 25,"hours of EET courses,",or,N/A,N/A
EET 461,Industrial Automation I,4,N/A,N/A
Prerequisites: EET,"223,",EET,N/A,N/A
EET 462,Industrial Automation II,4,N/A,N/A
EET 462,Industrial Automation II,4,N/A,N/A
EET 486,Digital Communications,3,N/A,N/A
Prerequisites: STAT,"154,",EET,N/A,N/A
EET 487,RF Systems Technology,3,N/A,N/A
Prerequisites: PHYS,"212,",EET,N/A,N/A
262 2024-2025,Undergraduate,Catalog,N/A,N/A
EET 491,In-Service,1-4,N/A,N/A
EET 492,Integrated Circuit Technology,4,N/A,N/A
EET 492,Integrated Circuit Technology,4,N/A,N/A
EET 494,Global Experience in Engineering and Technology,1,N/A,N/A
and after,participation in the international experience (min.,2,N/A,N/A
EET 497,Internship,1-6,N/A,N/A
Should be,taken at end of junior year. Permission required. Pre:,40,N/A,N/A
EET 498,Topics,1-4,to be determined by course topic,N/A
EET 499,Individual Study,1-4,N/A,N/A
ELE 215,Introduction to Education and Instruction,4,N/A,N/A
ELE 222W,Human Relations in a Multicultural Society,4,N/A,Gold
ELE 240,Research,1-4,N/A,N/A
ELE 310,Philosophy & Practices in the Middle School,3,N/A,N/A
ELE 402,Introduction to Teaching Multilingual Children,3,N/A,N/A
ELE 410,Creating Anti-Racist Environments,with,N/A,N/A
ELE 410,Creating Anti-Racist Environments,with,Admission to Professional Education and the Elementary,N/A
ELE 411,Evidence-Based Literacy Instruction in,the,N/A,N/A
ELE 411,Evidence-Based Literacy Instruction in,the,Admission into Professional Education and the Elementary,N/A
ELE 412,"Social Studies: Human Diversity, Power, &",Opportunity,N/A,N/A
ELE 413,Understanding the Needs of Individual Students,4,Admission into Professional Education and the Elementary,N/A
ELE 420,Planning & Assessment for Diverse Learners,with,N/A,N/A
ELE 420,Planning & Assessment for Diverse Learners,with,Admission into Professional Education and the Elementary,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
ELE 421,Integrating Critical Literacies to Promote Equity,Across,N/A,N/A
ELE 422,Mathematics Teaching and Learning for,the,N/A,N/A
"computation, and",rational number concepts in,grades,Admission into Professional Education and the Elementary,N/A
ELE 423,Science Teaching and Learning for the,Diverse,N/A,N/A
ELE 423,Science Teaching and Learning for the,Diverse,Admission into Professional Education and the Elementary,N/A
ELE 428,Teaching Reading and Writing in the Content,Areas3,N/A,N/A
ELE 430W,Integrating Arts & Physical Health Across,the,N/A,N/A
ELE 430W,Integrating Arts & Physical Health Across,the,N/A,N/A
ELE 431,Integrating Inquiry across,the,N/A,N/A
ELE 431,Integrating Inquiry across,the,Admission into Professional Education and the Elementary,N/A
ELE 432,Field Experience: Integrating Methods in,the,N/A,N/A
ELE 432,Field Experience: Integrating Methods in,the,Admission into Professional Education and the Elementary,N/A
ELE 433,Integrating Inclusive Practices to Promote,Learners¿,N/A,N/A
ELE 433,Integrating Inclusive Practices to Promote,Learners¿,N/A,N/A
ELE 436,Engineering for Elementary Teachers,2,N/A,N/A
course focuses,on the engineering strand of the K-6,Minnesota,N/A,N/A
ELE 440,Student Teaching,12,Admission into Professional Education and the Elementary,N/A
ELE 446,Educational Technology-STEM,2,N/A,N/A
264 2024-2025,Undergraduate,Catalog,N/A,N/A
ELE 451,Middle level practicum,1-2,N/A,N/A
experience with,students in grades 7 or 8. Those who hold a,license,N/A,N/A
the secondary,level complete the experience with students in grades,5,N/A,N/A
6. The,focus is on applying the standards of effective practice,in,N/A,N/A
ELE 456,Special Topics: STEM for Elementary Teachers,1,N/A,N/A
ELE 467,"Integrating Science, Technology, Engineering, and",Math,N/A,N/A
ELE 470,Field Experience in STEM,4,N/A,N/A
ELE 494,Student Teaching Middle School,4,N/A,N/A
ELE 496,Internship,3-6,N/A,N/A
ELE 499,Individual Study,1-4,N/A,N/A
ENG 100,Academic Reading and Writing,4,N/A,N/A
ENG 100,or “Academic Reading and Writing” focuses,on,N/A,N/A
ENG 101,Foundations of Writing & Rhetoric,4,N/A,N/A
ENG 105,"Race, Rhetoric, and Representation",4,N/A,Purple
ENG 110,Introduction to Literature,4,N/A,N/A
ENG 112W,Why Literature Matters,4,N/A,N/A
ENG 112W,Why Literature Matters,4,N/A,N/A
ENG 125,International Children’s Literature,4,N/A,Purple
ENG 146,Introduction to Shakespeare,4,N/A,N/A
ENG 201W,Writing Technologies,4,N/A,N/A
ENG 201W,Writing Technologies,4,N/A,N/A
ENG 211W,Literature and Human Diversity,4,N/A,Purple
ENG 211W,Literature and Human Diversity,4,N/A,N/A
ENG 212W,World Literature,4,N/A,N/A
ENG 212W,World Literature,4,N/A,N/A
ENG 213W,Literature and Ethics,4,N/A,N/A
ENG 213W,Literature and Ethics,4,N/A,N/A
ENG 214,Environmental Humanities,4,N/A,Purple
ENG 215,Topics in Literature,2-4,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
ENG 271W,Technical Communication,4,N/A,N/A
ENG 271W,Technical Communication,4,N/A,N/A
ENG 272W,Business Communication,4,N/A,N/A
ENG 273W,Agricultural Communication,4,N/A,N/A
ENG 275W,Introduction to Literary Studies,4,N/A,N/A
ENG 275W,Introduction to Literary Studies,4,N/A,N/A
ENG 285,Practical Grammar,2,N/A,N/A
ENG 301W,Advanced Writing,4,N/A,N/A
Prerequisites: ENG,101 and permission,of,N/A,N/A
ENG 316,Topics in Literature,1-4,N/A,N/A
ENG 317,Literature & the Environment,4,N/A,N/A
ENG 318,Multicultural Literature,2-4,N/A,Purple
ENG 319,Animals and Literature,4,N/A,Purple
ENG 322,Topics in British Literature,4,N/A,N/A
ENG 323,Topics in US Literature,4,N/A,N/A
ENG 325,Children’s Literature,3,N/A,N/A
ENG 361,"Teaching English: Literature, Grades 5-12",4,N/A,N/A
ENG 362,"Teaching English: Writing, Grades 5-12",4,N/A,N/A
ENG 381,Introduction to English Linguistics,4,N/A,N/A
ENG 385,Introduction to Sociolinguistics,4,N/A,N/A
ENG 401,(4.00) Topics in Writing Studies,4,N/A,N/A
ENG 402W,Gender in Literature,4,N/A,Purple
266 2024-2025,Undergraduate,Catalog,N/A,N/A
ENG 403W,Selected Authors,4,N/A,N/A
ENG 407,Shakespeare,4,N/A,N/A
ENG 410,21st Century Literature,1-4,N/A,N/A
Study of,"literature from the 21st century, with an emphasis on",how,N/A,N/A
Study of,"literature from the 21st century, with an emphasis on",how,N/A,N/A
ENG 412W,Arab American Literature,4,N/A,N/A
learn about,"waves of immigration from the 1880s onward,",the,N/A,Purple
ENG 425,Topics in Children’s Literature,2-4,N/A,N/A
ENG 426,Selected Periods,2-4,N/A,N/A
ENG 430,Independent Reading,1-4,Consent,N/A
ENG 433W,Selected Studies in World Literature,4,N/A,Purple
ENG 435,The World Novel,2-4,N/A,N/A
ENG 436W,Native American Literature,4,N/A,Purple
ENG 437W,Latina/o Literature,2-4,N/A,N/A
ENG 438W,African American Literature,4,N/A,N/A
through 20th,century movements such as the Jazz,"Age,",N/A,N/A
"Renaissance, and","Black Arts Movement of the 1960s,",to,N/A,Purple
ENG 441,Literary Theory and Criticism,4,N/A,N/A
Prerequisites: 6,semester credits,in,N/A,N/A
ENG 455,Advanced Writing Workshop,4,N/A,N/A
Prerequisites: ENG,"201W,",ENG,N/A,N/A
ENG 461,World Literature for Children and Young,Adults2-4,N/A,N/A
Selected works,of literature for students in grades 5-12 from a,variety,N/A,N/A
ENG 463,Adolescent Literature,3,N/A,N/A
A survey,"of literature for students in grades 5-12, fiction, and nonfiction, and methods of teaching",this,N/A,N/A
ENG 464,Teaching Literature in the Middle School,3,N/A,N/A
ENG 466,Usability,4,N/A,N/A
Prerequisites: ENG,271W or,ENG,N/A,N/A
ENG 467,International Technical Communication,1-4,N/A,N/A
ENG 469,Project Management in Technical,Communication4,N/A,N/A
ENG 469,Project Management in Technical,Communication4,N/A,N/A
ENG 470,Independent Writing,1-4,Consent,N/A
ENG 471,Visual Technical Communication,4,N/A,N/A
ENG 472,Topics in Technical Communication,1-4,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
ENG 473,Desktop Publishing,4,N/A,N/A
ENG 474W,Research and Writing Technical Reports,4,N/A,N/A
Prerequisites: ENG,271W or,ENG,N/A,N/A
ENG 475,Editing Technical Publications,4,N/A,N/A
ENG 477W,"Technical Documentation,","Policies,",N/A,N/A
ENG 477W,"Technical Documentation,","Policies,",N/A,N/A
ENG 478,Technical and Scientific Literature,4,N/A,N/A
ENG 479,Rhetorical Theory Applied to Technical,Documents4,N/A,N/A
ENG 480,Proposals,4,N/A,N/A
ENG 481,History of the English Language,4,N/A,N/A
ENG 482,Teaching Listening and Speaking,to,N/A,N/A
ENG 482,Teaching Listening and Speaking,to,N/A,N/A
ENG 483,Writing About Health and Medicine,4,N/A,N/A
ENG 484,Teaching Grammar and Vocabulary,to,N/A,N/A
ENG 484,Teaching Grammar and Vocabulary,to,N/A,N/A
ENG 486,Theories of Second Language,Teaching,N/A,N/A
ENG 486,Theories of Second Language,Teaching,N/A,N/A
ENG 487,Teaching Reading and Writing to English,Learners4,N/A,N/A
ENG 489,"Policies, Programs, and Assessment for",K-12,N/A,N/A
ENG 489,"Policies, Programs, and Assessment for",K-12,N/A,N/A
ENG 491,Teaching Language & Language Learners in,the,N/A,N/A
discourse used,"for listening, speaking, reading, and writing",within,N/A,N/A
ENG 492,Selected Topics,2-4,N/A,N/A
ENG 494,English Workshop,1-6,N/A,N/A
ENG 496,Senior Seminar in English Studies,4,N/A,N/A
ENG 498,Internship,1-6,N/A,N/A
