Course Number,Course Name,Credit Count,Prerequisites/Color Group
SOWK,450 Integrative Seminar,4,"SOWK Foundation, Practice Sequence, and permission"
SOWK,455 Social Work Practicum,8,"SOWK Foundation, Practice Sequence, and permission"
SOWK,485 Selected Topics,1-6,N/A
SOWK,490 Workshop,1-3,N/A
SOWK,492 Honors Reading,1-3,N/A
SOWK,495 Social Work Honors Paper,1-3,N/A
SOWK,497 Internship: Social Work,1-10,N/A
SOWK,499 Individual Study,1-6,N/A
SOC,101 Introduction to Sociology,4,Purple
SOC,150 Social Problems,4,Purple
SOC,202 Introductory Social Statistics,4,N/A
SOC,208 Families in Society,4,Purple
SOC,209 Sociology of Human Sexualities,4,Purple
SOC,214W Animals and Society,4,N/A
SOC,241 Social Deviance,4,N/A
SOC,255 Juvenile Delinquency,4,N/A
SOC,285 Selected Topics in Sociology,4,N/A
SOC,285W Selected Topics in Sociology,4,N/A
SOC,301W Social Research I,4,N/A
SOC,307 Sex & Gender in Contemporary Society,4,N/A
SOC,325 Sociology of Popular Culture,4,N/A
SOC,351 Social Psychology,4,N/A
SOC,360 Indigenous Peoples and Environmental Struggles,4,Purple
SOC,402 Medical Sociology,4,N/A
SOC,404 Sociology of Aging,4,Purple
SOC,405 Sociology of Death,4,N/A
SOC,407 Population Dynamics,4,N/A
SOC,409 Family Violence,4,N/A
SOC,417 Program Administration,4,N/A
SOC,420 Identity Work in Women’s Reentry Experiences,4,Gold
SOC,425 Social Movements,4,N/A
SOC,430 Sociology of Globalization,4,Purple
SOC,442 Criminology,4,N/A
SOC,"446 Race, Culture & Ethnicity",4,Purple
SOC,458 Sociological Theory,4,N/A
SOC,460 Environmental Sociology,4,Purple
SOC,461 Urban Sociology,4,Purple
SOC,463 Social Stratification,4,Purple
SOC,466 Program Planning and Evaluation,4,N/A
SOC,469 Survey Research,4,N/A
SOC,472 Drugs and Society,4,N/A
SOC,479 Sociological Ethnography,4,N/A
SOC,480 Qualitative Methods,4,N/A
SOC,482 Social Change,4,N/A
SOC,483 Contemporary Families,4,N/A
SOC,484 Sociology of Religion,4,N/A
SOC,485 Selected Topics,2-6,N/A
SOC,490 Workshop,1-3,N/A
SOC,493 Community Engaged Research,4,SOC 301W or equivalent; Senior Standing.
SOC,497 Internship: Sociology,1-12,Consent
SOC,499 Individual Study,1-6,N/A
A,maximum of six credits is applicable toward a single major,in,N/A
department;,three credits toward,a,Consent
SE,300 Software Engineering Academy Project,3,Admission to the program.
SE,301 (Core): Introduction to Software Engineering,2,Admission to the program.
SE,302 (Core): Introduction to Software Quality and,Testing2,Requires admission to the program.
Practices,,2,Requires admission to the program.
Engineering,,2,Admission to the program.
SE,311W SE Professionalism 1,2,SE 300
SE,312W SE Professionalism 1,2,"SE 311W, SE 391"
SE,391 Software Engineering Project 1,4,"SE 300, SE 301, SE 303"
SE,392 Software Engineering Project 2,4,"SE 311W, SE 391"
SE,398 CPT: Co-Operative Experience,0,N/A
information.,Requires admission to the program; at least 60,total,CIS 223. Admission to the program; at least 60 total credits
Prerequisites:,CIS 223. Admission to the program; at least 60,total,N/A
SE,401 Topics in Software Requirements,2,"SE 300, SE 301, SE 303"
SE,"402 Topics in Software Testing, Measurement, and",Quality2,"SE 300 SE 301 SE 302, SE 303"
SE,403 Topics in Software Architecture and Design,2,"SE 300. SE 301, SE 303"
Sustainability,,2,"SE 300, SE 301, SE 303"
SE,411W SE Professionalism 3,2,"SE 312W, SE 392"
SE,412W SE Professionalism 4,2,"SE 411W, SE 491"
SE,480 Topics in Software and Systems Engineering,2,"SE 300, SE 301, SE 303"
SE,491 Software Engineering Capstone 1,4,N/A
411W.,Senior standing in SE program and at least 12 credits earned,in,"SE 312W, SE 392. Senior standing in SE program and at least"
12,credits earned in SE technical cores,and,N/A
SE,492 Software Engineering Capstone 2,4,N/A
SE,498W Senior Thesis,4,N/A
standing,in the program and at least 12 credits earned,in,"SE 312W, SE 392. Senior standing in the program and at least"
12,credits earned in technical cores,and,N/A
SPAN,101 Elementary Spanish I,4,N/A
SPAN,102 Elementary Spanish II,4,SPAN 101 or equivalent
SPAN,193 Individual Study Abroad: Elementary Spanish,I1-6,N/A
SPAN,194 Individual Study Abroad: Elementary Spanish,II1-6,N/A
SPAN,201 Intermediate Spanish I,4,one year university level Spanish or equivalent
SPAN,202 Intermediate Spanish II,4,one year university level Spanish or equivalent
SPAN,210W Composition and Conversation Workshop,4,N/A
SPAN,250 Spanish Through Latin Dancing,4,N/A
SPAN,256 Individual Study Abroad: Supervised Project,1-6,N/A
SPAN,280W Parallel Worlds: Exploring Cultures & Symbols,4,N/A
SPAN,293 Individual Study Abroad: Intermediate Spanish,I1-6,One year university level Spanish or equivalent
Spanish,II,1-6,One year university level Spanish or equivalent
SPAN,301 Topics in Language,1-4,Two years of university level Spanish or equivalent
SPAN,310 Conversation,1-4,N/A
Speakers,,4,N/A
SPAN,350 Topics in Hispanic Cultures,4,Two years of university-level Spanish or proof of equivalent
SPAN,355 Spanish Cultures,1-4,Two years university level Spanish or equivalent
SPAN,356 Latin American Cultures,1-4,Two years university level Spanish or equivalent
SPAN,365 Selected Readings,1-4,Two years university level Spanish or equivalent
SPAN,393 Individual Study Abroad: Advanced Spanish I,1-6,Two years university level Spanish or equivalent
SPAN,394 Supervised Study Abroad: Advanced Spanish,II1-6,Two years university level Spanish or equivalent
Literature,,1-6,N/A
SPAN,396 Experiencing Diverse Cultures,1-3,Gold
SPAN,401 Topics in Linguistics,1-4,Completion of 4 credits of 300 level or equivalent
Prerequisites:,Completion of 4 credits of 300 level,or,N/A
SPAN,402 Topics in Spanish Peninsular Literature,1-4,Completion of 4 credits of 300 level or equivalent
SPAN,403W Topics in Spanish American Literature,1-4,Completion of 4 credits of 300 level or equivalent
SPAN,405 Topics in Hispanic Literatures,4,Completion of 4 credits of 300 -level or equivalent proficiency
Prerequisites:,Completion of 4 credits of 300 -level or,equivalent,N/A
SPAN,407 Topics in Translation,1-4,N/A
SPAN,450 Spanish for the Professions,4,N/A
SPAN,492 Independent Study,1-3,"Completion of eight 300-level credits, or equivalent"
Prerequisites:,"Completion of eight 300-level credits,",or,N/A
Linguistics,,1-6,Two years university level Spanish
Culture,,1-6,Two years university level Spanish
SPAN,498 Internship: Spanish for the Professions,1-4,N/A
SPAN,499 Individual Study,1-4,"completion of eight 300-level credits, or equivalent"
Prerequisites:,"completion of eight 300-level credits,",or,N/A
SPED,108 Human Services and Disabilities,3,Purple
SPED,324 Accessing the general education curriculum,2,N/A
Moderate,Disabilities,4,N/A
SPED,401 IEP Writing and Professional Practice,4,N/A
SPED,404 Instructional Decision Making,4,N/A
SPED,405 Individuals with Exceptional Needs,3,N/A
Reading,& Writing,4,N/A
SPED,407 Positive Behavioral Interventions and Supports,3,N/A
SPED,408 Individuals with Diverse and Exceptional Needs,4,N/A
Diverse,Learners,4,N/A
SPED,411 Effective Strategies for the Inclusive Classroom,4,N/A
Education,Program,4,N/A
and,Science,4,N/A
SPED,425 Foundations of ASD and EBD,4,N/A
SPED,426 ASD and EBD Methods,4,N/A
SPED,428 Emotional and Behavioral Disorders methods,4,N/A
SPED,429 Autism Spectrum Disorders methods,4,N/A
SPED,431 Student Teaching: Autism Spectrum Disorder,3,N/A
SPED,458 Seminar: Student Teaching,4,N/A
SPED,459 Student Teaching: Mild and Moderate,Disabilities8,N/A
SPED,490 Workshop in Special Education,1-3,N/A
SPED,491 In-Service Special Education,1-2,N/A
SPED,499 Individual Study,1-3,N/A
STAT,154 Elementary Statistics,4,"Satisfy Placement Table in this section, or MATH 098 with"
STAT,221 Applied Probability and Statistics for Engineers,3,MATH 112 with grade of “C” (2.0) or better
STAT,354 Concepts of Probability & Statistics,4,MATH 122 with C or better or consent
STAT,356 Introduction to Programming in SAS,3,STAT 154 or instructor’s approval
STAT,398 CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor
STAT,450 Regression Analysis,3,MATH 354 / STAT 354 or STAT 455 with “C” (2.0) or better
STAT,451 Design and Analysis of Experiments,3,MATH 354 / STAT 354 or STAT 455 with “C” (2.0) or better
STAT,455 Theory of Statistics I,4,MATH 223 with “C” (2.0) or better or consent
STAT,456 Theory of Statistics II,4,"MATH 455, STAT 455 with “C” (2.0) or better or consent"
STAT,"457 Sample Survey, Design and Analysis",3,Either MATH/STAT 354 or both MATH 121 and STAT 154
STAT,458 Categorical Data Analysis,3,Either MATH/STAT 354 or both MATH 121 and STAT 154
STAT,459 Nonparametric Methods,3,Either MATH/STAT 354 or both STAT 154 and MATH 121
STAT,488 Seminar,1-3,N/A
STAT,491 In-Service,1-4,N/A
STAT,492 Statistics Capstone Experience,3,"STAT 457, STAT 458, STAT 459, STAT 450 (at least two of"
STAT,495 Selected Topics,1-4,N/A
STAT,498 Internship,1-12,N/A
STAT,499 Individual Study,1-4,N/A
THEA,100 Introduction to Theatre,3,N/A
THEA,101 Acting for Everyone,3,N/A
THEA,102 Theatre Activity: Acting,1-2,Consent
THEA,103 Theatre Activity: Management,1-2,Consent
THEA,104 Theatre Activity: Dance Captain,1-2,Consent
THEA,105 Theatre Activity: Stagecraft,1-2,Consent
THEA,107 Theatre Activity: Costume,1-2,Consent
THEA,108 Theatre Activity: Lighting,1-2,Consent
THEA,109 Theatre Activity: Sound,1-2,Consent
THEA,110 Fundamentals of Acting,3,Consent
THEA,111 Private Voice for the Actor,1,Consent
THEA,121 Movement for Theatre,3,Consent
THEA,210 Intermediate Acting,3,THEA 110 or consent
THEA,212 Music Skills for Theatre I,2,N/A
THEA,213 Music Skills for Theatre II,2,THEA 212
THEA,214 Singing for the Actor,1,Permission of Instructor
THEA,215 Audition Methods,3,THEA 110 or consent
THEA,231 Stage Management,3,N/A
THEA,235 Fundamentals of Directing,3,THEA 100 and THEA 101 or THEA 110
THEA,240 Basic Design,3,THEA 100
THEA,245 Scene Painting I,3,Consent
THEA,252 Theatre Technology,3,THEA 100
THEA,255 Stagecraft,3,THEA 100
THEA,260 Costume Construction,3,THEA 100
THEA,262 Dance Production: Costumes,1,N/A
THEA,265 Stage Makeup,2,Consent
THEA,270 Lighting Technology,3,THEA 100
THEA,272 Dance Production: Lighting,1,N/A
THEA,275 Sound Technology,3,THEA 100
THEA,276 Dance Production: Sound,1,N/A
THEA,285W Theatre of Diversity,3,Purple
THEA,295 Touring Theatre,1-4,Consent
THEA,300 Summer Stock,1-4,Consent
THEA,301 Practicum: Directing,1-2,Consent
THEA,302 Practicum: Acting,1-2,Consent
THEA,303 Practicum: Theatre Management,1-2,Consent
THEA,304 Practicum: Scene Design,1-2,Consent
THEA,305 Practicum: Tech Theatre,1-2,Consent
THEA,306 Practicum: Costume Design,1-2,Consent
THEA,307 Practicum: Costume Construction,1-2,Consent
THEA,308 Practicum: Light Design,1-2,Consent
THEA,309 Practicum: Sound,1-2,Consent
THEA,311 Private Voice for the Actor,0,THEA 111
THEA,315 Careers in Theatre,1,THEA 100
THEA,335 Intermediate Directing,3,THEA 235
THEA,337 Devised Theatre,3,N/A
THEA,381W Play Analysis,3,THEA 100
THEA,400 Portfolio Seminar,1,Consent
THEA,410 Musical Theatre Acting I,3,THEA 210 or consent
THEA,411 Music Theatre Acting II,3,THEA 210 and consent
THEA,412 Theatre Speech,3,THEA 210 or consent
THEA,414 Stage Dialects,3,THEA 413
THEA,416 Acting Scene Studies,3,THEA 210 or consent
THEA,417 Acting Techniques,3,THEA 210 or consent
THEA,417W Acting Techniques,3,THEA 210 or consent
THEA,418 Acting Styles,3,THEA 210 or consent
THEA,419 Acting for Radio/TV,3,THEA 210 and consent
THEA,426 Stage Combat,2,Consent
THEA,430 Theatre Management,3,THEA 235
THEA,432 Practicum: Choreography,1-2,Consent
THEA,433 Practicum: Musical Directing,1-2,Consent
THEA,434 Practicum: Dramaturgy,1-2,Consent
THEA,435 Advanced Directing Methods,3,THEA 235 and consent
THEA,440 Scene Design I,3,THEA 240 or consent
THEA,441 Scene Design II,3,THEA 440
THEA,444 Styles and Ornamentation,3,Consent
THEA,445 Scene Painting II,3,THEA 252 or consent
THEA,448 Drawing and Rendering for the Theatre,3,THEA 240
THEA,451 Drafting for the Theatre,3,Consent
THEA,455 Technical Direction,3,THEA 255
THEA,456 Advanced Technical Direction,3,THEA 455
THEA,460 Costume Design I,3,THEA 240 or consent
THEA,461 Costume Design II,3,THEA 460
THEA,464 Costume History,3,Consent
THEA,465 Advanced Makeup,3,THEA 265
THEA,470 Lighting Design I,3,THEA 270
THEA,471 Lighting Design II,3,THEA 470
THEA,472 Virtual Lighting,3,THEA 470. Permission of Instructor
THEA,475 Sound Design I,3,consent
THEA,476 Sound Design II,3,THEA 475
THEA,481 History of Western Theatre,3,THEA 100
THEA,482 Perspectives in World Performance,3,THEA 100
THEA,483 Musical Theatre History,3,THEA 100 and consent
THEA,485W Theatre Dramaturgy,3,THEA 100 and consent
THEA,487W Playwriting,3,THEA 100. Permission of instructor.
THEA,490 Topics in Theatre,1-3,THEA 100. Permission of Instructor
THEA,497 (1-8) Internship,1-8,Consent
THEA,499 Individual Study,1-3,Consent
URBS,100 Introduction to the City,3,N/A
URBS,110 The City: Design and Architecture,3,N/A
URBS,150 Sustainable Communities,3,N/A
URBS,230 Community Leadership,3,N/A
URBS,230W Community Leadership,3,N/A
URBS,401 Foundations in Urban Management and,Planning3,N/A
URBS,402 Urban Analysis,3,N/A
URBS,412 Public Information and Involvement,3,N/A
URBS,413 Urban Program Evaluation,3,N/A
URBS,415 Urban Housing Policy,3,N/A
URBS,417 Urban Administrative Law,3,N/A
URBS,431 Urban Design Principles,3,N/A
URBS,437 Urban Heritage Preservation,3,N/A
URBS,438 Historic Preservation: Policy and Field Methods,3,N/A
URBS,453 Grants Administration,3,N/A
URBS,457 Economic Development,3,N/A
URBS,461 Environmental Planning,3,N/A
URBS,471 Urban Transportation,3,N/A
URBS,481 Selected Topics,1-3,N/A
URBS,485 Community-Based Problem Solving,1-6,Consent
URBS,489 Capstone Seminar,3,N/A
URBS,497 (1-12) Internship,1-12,Consent
URBS,499 Individual Study,1-4,Consent
Success,,1,N/A
WLC,280W Parallel Worlds: Exploring Cultures & Symbols,4,Purple
WLC,310 Portuguese for Spanish Speakers,4,SPAN 201W. Completion of one 300 level Spanish course or
WLC,398 CPT: Co-Operative Experience,0,N/A
WLC,460 Methods of Teaching Modern Languages,3,Students must demonstrate sufficient language competence
WLC,461 Applied Modern Language Teaching Methods,1,N/A
Methods,,3,Students must demonstrate sufficient language competence
WLC,463 Applied FLES Methods,1,N/A
WLC,499 Individual Study,1-4,Purple
Requires,"one course, 3 credits or more, with a grade of at least “P” or “C” (2.0). A grade of “C-” does not satisfy this",goal,N/A
(Requires,"one course, 3 credits",or,N/A
Requires,"two courses from different disciplines, 6 credits or more. At least one course must have",a,N/A
Requires,"one course, 3 credits or more, with a grade of at least “P” or “C”, i.e., 2.0. A grade of “C-” does not satisfy this",goal,N/A
Requires,"two courses from different disciplines, 6 credits",or,N/A
Requires,"one course, 3 credits",or,N/A
Requires,,2-3,N/A
Requires,,0-1,N/A
Requires,,0-2,N/A
