Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
GEOG 370,Cartographic Techniques,4.0,,,,"The lecture material addresses map projections, technology changes in production, basic analysis and depiction of quantitative point, line and areal data. Also, the evaluation of maps and the history of cartography from a European, Oriental, and American Indian perspective is discussed. All maps are drawn using computer assistance."
GEOG 373,Introduction to Geography Information Systems,4.0,,,,"The course will be an introduction to the analysis of spatial data using the concept of a geographic information system (GIS). Content of the course will be, to a great extent, based on the NCGIA core curriculum with assignments tailored to the data and software available within the department such as ArcGIS."
GEOG 401,Colloquium,1.0,,,,"Overview of geographic work, interests, and research by guest speakers."
GEOG 409,Selected Topics,nan,,,,"The instructor will develop a specific course on a geographic topic, such as soils, landforms, water resources, energy, housing, population geography, or some other topic for the class."
GEOG 410,Climatic Environments,3.0,,,,The characteristics of particular climates and understanding the factors that control their spatial distribution.
GEOG 411,Soils Geomorphology,4.0,,,,"This course examines the dynamic nature of soils including the processes that control formation and degradation, anthropogenic impacts, spatial distribution across landscapes, and links among soils and other components of the earth system. A combination of lectures and handson exercises in field and laboratory settings are utilized to explore the complex interactions between soils and landscapes."
GEOG 412,Advanced Weather,4.0,GEOG 217,,,Meteorological principles and theory are applied to the analysis and interpretation of weather data in order to better understand the structure and evolution of synoptic-scale weather systems. Basic knowledge of mathematics will be assumed.
GEOG 413,Soil Conservation,4.0,,,,"This course examines basic concepts and components of soils, factors that influence formation and degradation, soil as a natural resource for ecosystems and societies, and the importance of soil conservation to restore functions that reduce erosion, improve water quality and quantity, mitigate climate change, enhance biodiversity, and increase agricultural productivity to feed an expanding population. Students will gain hands-on experience in field and laboratory settings to assess soil quality and quantity, investigate site-specific and landscape-scale impacts to soils, and develop management strategies to protect and improve soils in urban and agricultural systems."
GEOG 414,Biogeography,3.0,,,,"This course analyzes the distribution and concentration of plants and animals throughout the world. Emphasis is placed on the role of evolution, tectonics, and physical barriers to the distribution and migration of species. Special emphasis is placed on the role of humans in the modern redistribution of species."
GEOG 415,Earth Surface Processes,4.0,,,,"This course examines the natural processes that operate on our planet and shape the landscape presently. This will be done through a focus on applied exercises, measurements and direct/indirect observations. Through applied projects students will have an understanding of how these processes interact within a variety of Earth Systems."
GEOG 416W,Fluvial Geomorphology and Hydrology,4.0,Either GEOG 101 or GEOL 121 and GEOG 315 or 415 are,,,"An in-depth investigation into fluvial systems including sediment transport, sediment budget analysis, channel geometry/morphology, drainage basin analysis, geomorphic evolution of fluvial landscapes, hydrology (i.e., runoff generation and channel formation, storm hydrograph and flood analysis, discharge measurements) of fluvial systems, and effects of anthropogenic modification and use of fluvial systems. Registration with completed prereqs or instructor consent. recommended. Or instructor consent."
