Course ID,Course Name,Credit Count,Prerequisites
POL 101,Introduction to Public Life,4,
POL 103W,Thinking About Politics,4,
POL 104,Understanding the U.S. Constitution,4,
POL 106,Politics in the World Community,4,
POL 111,United States Government,4,
POL 201,Issues in Politics,1-4,
POL 221,Quantitative Methods in the Social Sciences,4,
POL 231,World Politics,4,
POL 234,Model United Nations,4,
POL 241,Introduction to Comparative Politics,4,
POL 260,Introduction to Public Policy and Administration,4,
POL 271,State & Local Government,4,
POL 311,Ancient & Medieval Political Philosophy,4,
POL 312,Early Modern Political Philosophy,4,
POL 313,Modern Political Philosophy,4,
POL 321,Democracy and Citizenship,4,
POL 361,Public Budgeting,4,
POL 410,Topics in Political Philosophy,4,
POL 414,Early United States Political Thought,4,
POL 415,Recent United States Political Thought,4,
POL 420,Topics in Participation and Behavior,1-4,
POL 422,Campaigns & Elections,4,
POL 423,Political Parties,4,
POL 424,Women & Politics,4,
POL 426,Racial and Ethnic Politics,4,
POL 427,Political Psychology,4,
POL 428,"Media, Entertainment, & Politics",4,POL 231
POL 430,Topics in International Relations,1-4,POL 231
POL 431,International Relations,4,POL 231
POL 433,International Organization,4,POL 231
POL 434,United States Foreign Policy,4,POL 231
POL 435,"Capitalism, Nationalism, and Democracy",4,POL 241
POL 436,International Political Economy,4,POL 231
POL 437,International Conflict Resolution,4,POL 231
POL 438,International Relations of East Asia,4,
POL 439,Comparative Social Policy: The Welfare State in Europe and the Americas,4,POL 241
POL 440,Topics in Comparative Politics,1-4,POL 241
POL 441,Russia & Neighboring States Politics,4,POL 241
POL 442,South Asia: Politics & Policy,4,POL 241
POL 443,Middle East Politics,4,POL 241
POL 444,Conflict and Development in Latin America,4,POL 241
POL 445,Asian Pacific Rim: Politics & Policy,4,POL 241
POL 446,African Politics,4,POL 241
POL 447,European Democracies,4,POL 241
POL 448,Political Development & Change,4,POL 241
POL 450,Topics in Public Law,1-4,
POL 451,Administrative Law,4,
POL 453,Constitutional Law,4,
POL 454,Civil Liberties,4,
POL 455,American Legal Philosophy,4,
POL 460,Topics in Public Policy/Administration,1-4,
POL 461,Environmental Politics,4,
POL 462,Collective Bargaining: Public Sector,4,
POL 463,Public Personnel Administration,4,
POL 465,Food and Agriculture Policy,4,
POL 466,Entertainment and Public Policy,4,
POL 467,Housing and Health Policy,4,
POL 470,Topics in Institutions & Process,1-4,
POL 471,Public Opinion and Polling Methods,4,
POL 473,United States Congress,4,
POL 474,The Presidency of the United States,4,
POL 475,Judicial Process,4,
POL 476,Southern Politics,4,
POL 491,Internship,1-12,
POL 492,(1-5) Individual Study,1-5,
PSYC 101,Introduction to Psychological Science,4,
PSYC 103W,Psychology Today,3,
PSYC 150,Science of Learning for College Student Success,2,
PSYC 201,Statistics for Psychology,4,"Complete one course: MATH 112, MATH 113, MATH 115, MATH 121, MATH 130, or STAT 154"
PSYC 202,Careers in Psychology,1,
PSYC 205,Psychology of Sexual Health,4,
PSYC 206,Introduction to Cognitive Science,4,Must have a minimum total cumulative GPA of 2.70 or instructor permission to enroll; PSYC 201
PSYC 211W,Research Methods and Design,4,Must have a minimum total cumulative GPA of 2.70 or instructor permission to enroll; PSYC 201
PSYC 219,Psychology of Diversity and Inclusion,4,
PSYC 230,Child Care Psychology,3,
PSYC 240,Personal Adjustment,3,PSYC 101
PSYC 291,Tutoring Psychology,1-4,PSYC 101
PSYC 303,Introduction to Clinical Psychology,3,
PSYC 304,Introduction to School Psychology,2,
PSYC 321,Introduction to Brain and Behavior,4,PSYC 201
PSYC 325,Introduction to Cognitive Psychology,4,"either PSY 101 OR PSY 206, not both"
PSYC 340,Introduction to Social Psychology,4,PSYC 101
PSYC 343,Introduction to Developmental Psychology,4,PSYC 101
PSYC 358,Introduction to Cultural Psychology,4,
PSYC 363,Introduction to Industrial/Organizational Psychology,4,
PSYC 389,Psychology and the Law,3,
PSYC 398,CPT: Co-Operative Experience,0,PSYC 101. At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
PSYC 401,Clinical Sexuality,4,
PSYC 409,History and Systems,4,PYSC 211w
PSYC 410,Communicating Psychological Science,4,"PSYC 201, PSYC 211W"
PSYC 413,Sensation & Perception,4,PSYC 201
PSYC 414,Learning,4,PSYC 101
PSYC 415,Human Memory,4,"PSYC 325, PSYC 414, PSYC 415 (ONE course from that list, not all 3)"
PSYC 417,Advanced Topics in Cognitive Psychology,1-4,"PSYC 325, PSYC 414, PSYC 415 (ONE course from that list, not all 3)"
PSYC 419,Psychometric Theory,4,PSYC 211W
PSYC 420,Psychopharmacology,4,PSYC 211W
PSYC 421,Behavioral Neuroscience,4,"PSYC 201, PSYC 211W"
PSYC 423,Cognitive Neuroscience,4,"PSYC 211W, PSYC321"
PSYC 430,Advanced Topics in Biological Psychology,4,"PSYC 433, PSYC 436, PSYC 343, PSYC 466: One course from this list, not all 4"
PSYC 432,Advanced Topics in Developmental Psychology,1-4,"PSYC 433, PSYC 436, PSYC 343, PSYC 466: One course from this list, not all 4"
PSYC 433,Child Psychology,4,PSYC 101
PSYC 436,Adolescent Psychology,4,
PSYC 442,Group Psychology,3,PSYC 101
PSYC 443,Advanced Social Psychology,4,"PSYC 340, PSYC 358, PSYC 455, PSYC 460W (ONE course from list, not all 4)"
PSYC 445,Advanced Topics in Social Psychology,1-4,"PSYC 340, PSYC 358, PSYC 455, PSYC 460W (ONE course from list, not all 4)"
PSYC 450,Advanced Cognitive Psychology,4,"PSYC 211W, PSYC 325"
PSYC 455,Abnormal Psychology,4,PSYC 101
PSYC 460W,Psychology of Women,3,PSYC 101
PSYC 461,Marketing Psychology,3,8 PSYC credits
PSYC 466,Psychology of Aging,4,PSYC 101
PSYC 476,Introduction to Applied Behavior Analysis,4,PSYC 211W
PSYC 478,Health Psychology,4,PSYC 101
PSYC 485,Topics in Applied Psychology,1-4,PSYC 101
PSYC 489,Advanced Topics,1-5,
PSYC 490,Workshop,1-3,
PSYC 496,Laboratory Research in Psychology,2,PYSC 211W
PSYC 497,Field Experience,1-8,PYSC 211W
PSYC 499,Individual Study,1-4,
REHB 110W,Sensitivity to Disability,3,
RPLS 100,Introduction to Recreation and Parks Leadership Studies,3,
RPLS 150,Esports Skills Development,1,
RPLS 165,Introduction to Community Tourism and Travel,3,
RPLS 175,Natural Resources and Conservation in RPLS,3,
RPLS 182,Wildlife as a Recreational Resource,3,
RPLS 185,Undergraduate Open Seminar,1-3,
RPLS 250,Therapeutic Recreation Services,3,
RPLS 276,Recreation Leadership,3,
RPLS 293,"Leisure, Recreation, Play, and Well-Being",3,
RPLS 302,Pre-Practicum Seminar,2,
RPLS 325,Experiential Education and Outdoor Programming,3,
RPLS 341W,Research Methods in RPLS,3,
RPLS 350,Methods of Interpretation in RPLS,3,
RPLS 365,Commercial Recreation and Tourism,3,
RPLS 373,Operations and Facility Management in RPLS,3,
RPLS 375,Recreation Technology,3,RPLS 272 or with instructor permission.
RPLS 376,Program Planning in RPLS,3,
RPLS 377,Public Relations,3,
RPLS 377W,Public Relations,3,
RPLS 384,Field Experience,1,
RPLS 393W,"Advancing Diversity, Equity, and Inclusion in RPLS",3,
RPLS 398,CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
RPLS 440,Therapeutic Recreation Assessment,3,"RPLS 272, RPLS 274 or with instructor permission."
RPLS 445,Foundations of Therapeutic Recreation Practice,3,"RPLS 272, RPLS 274, or with instructor permission."
RPLS 447W,Therapeutic Recreation Process,3,"RPLS 272, RPLS 274, or with instructor permission."
RPLS 450,Therapeutic Recreation Techniques,3,
RPLS 451,RPLS Across the Lifespan,3,
RPLS 457W,Transdisciplinary Research in Health-Related Fields,3,
RPLS 460,Sustainable Tourism,3,
RPLS 465,Event Planning and Design,3,
RPLS 466,Event Implementation and Evaluation,3,
RPLS 471W,"Research Design in Recreation, Parks and Leisure Services",3,
RPLS 473,Recreation Management II-Fiscal Resources,3,"RPLS 272, RPLS 373, or with instructor permission. Upper division prerequisites can be taken concurrently with instructor permission."
RPLS 475,Public Land Use Policies,3,
RPLS 476,Advanced Leadership in RPLS,3,
RPLS 477,Interprofessional Practices,1,
RPLS 478,Multicultural Perspectives in Outdoor Recreation,3,
RPLS 479,Field Techniques in Cultural and Natural Resource Management,3,
RPLS 481,Park Planning,3,
RPLS 482,Leisure and Older Adults,3,
RPLS 483,Personnel Leadership in RPLS,3,
RPLS 485,Selected Topics,1-3,
RPLS 486,Minor Practicum,1-4,
RPLS 489,Advancement of the Therapeutic Recreation Profession,3,"RPLS 272, RPLS 274, or with instructor permission."
RPLS 490,Workshop,2-4,
RPLS 493,History and Philosophy in RPLS,3,
RPLS 495,Senior Internship,9,All required RPLS courses completed with a 'C' or better.
RPLS 497,Internship,1-8,
RPLS 498,Internship,1-8,
RPLS 499,Individual Study,1-4,
SCAN 101,Elementary Norwegian I,4,
SCAN 102,Elementary Norwegian II,4,SCAN 101
SCAN 111,Elementary Swedish I,4,
SCAN 112,Elementary Swedish II,4,SCAN 111
SCAN 150W,The Nordic Countries: Interdisciplinary Introduction,4,
SCAN 250,Selected Topics,1-4,
SCAN 251W,Scandinavian Cultures: The Sami,4,
SCAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4,
SCAN 292,Intermediate Norwegian I,4,SCAN 102 or equivalent.
SCAN 293,Intermediate Norwegian II,4,SCAN 112 or equivalent
SCAN 294,Intermediate Swedish I,1-4,SCAN 112 or equivalent
SCAN 295,Intermediate Swedish II,1-4,SCAN 112 or equivalent
SCAN 299,Individual Study,1-4,
SCAN 350,Vikings & Norse Mythology,4,
SCAN 450,Special Topics,1-4,
SCAN 451,Scandinavian Crime Fiction,4,
SCAN 452,Nordic Explorers,4,
SCAN 460,Topics in Scandinavian Film,4,
SCAN 490,Major Project in Scandinavian Studies,3,SCAN 299-03 or SCAN 299-05
SCAN 492,Minor Project in Scandinavian Studies,1,
SCAN 499,Individual Study,1-4,SCAN 299-03 or SCAN 299-05
SE 300,Software Engineering Academy Project,3,Admission to the program.
SE 301,(Core): Introduction to Software Engineering,2,Admission to the program.
SE 302,(Core): Introduction to Software Quality and Testing,2,Requires admission to the program.
SE 303,(Core): Introduction to Context-aware Software Practices,2,Requires admission to the program.
SE 304,Preparation for Self-directed Study in Software Engineering,2,"SE 311W, SE 391"
SE 311W,SE Professionalism 1,2,SE 300
SE 312W,SE Professionalism 1,2,"SE 311W, SE 391"
SE 391,Software Engineering Project 1,4,"SE 300, SE 301, SE 303"
SE 392,Software Engineering Project 2,4,"SE 311W, SE 391"
SE 398,CPT: Co-Operative Experience,0,CIS 223. Admission to the program; at least 60 total credits of required courses for graduation earned; in good standing in the SE program; instructor permission; co-op contract approved by program leadership; other pre-requisites may also apply.
SE 401,Topics in Software Requirements,2,"SE 300, SE 301, SE 303"
SE 402,"Topics in Software Testing, Measurement, and Quality",2,"SE 300 SE 301 SE 302, SE 303"
SE 403,Topics in Software Architecture and Design,2,"SE 300. SE 301, SE 303"
SE 404,"Topics in Software Process, Life Cycle, and Sustainability",2,"SE 411W, SE 491"
SE 411W,SE Professionalism 3,2,"SE 312W, SE 392"
SE 412W,SE Professionalism 4,2,"SE 411W, SE 491"
SE 480,Topics in Software and Systems Engineering,2,"SE 300, SE 301, SE 303"
SE 491,Software Engineering Capstone 1,4,"SE 312W, SE 392. Senior standing in SE program and at least 12 credits earned in SE technical cores and electives."
SE 492,Software Engineering Capstone 2,4,"SE 312W, SE 392. Senior standing in the program and at least 12 credits earned in technical cores and electives."
SE 495,Software Engineering Seminar,1,Admission to the program.
SE 498W,Senior Thesis,4,"SE 312W, SE 392. Senior standing in the program and at least 12 credits earned in technical cores and electives."
SOC 101,Introduction to Sociology,4,
SOC 150,Social Problems,4,
SOC 202,Introductory Social Statistics,4,
SOC 208,Families in Society,4,
SOC 209,Sociology of Human Sexualities,4,
SOC 214W,Animals and Society,4,
SOC 241,Social Deviance,4,
SOC 255,Juvenile Delinquency,4,
SOC 285,Selected Topics in Sociology,4,
SOC 285W,Selected Topics in Sociology,4,
SOC 301W,Social Research I,4,
SOC 307,Sex & Gender in Contemporary Society,4,
SOC 325,Sociology of Popular Culture,4,
SOC 351,Social Psychology,4,
SOC 360,Indigenous Peoples and Environmental Struggles,4,
SOC 402,Medical Sociology,4,
SOC 404,Sociology of Aging,4,
SOC 405,Sociology of Death,4,
SOC 407,Population Dynamics,4,
SOC 409,Family Violence,4,
SOC 417,Program Administration,4,
SOC 420,Identity Work in Women's Reentry Experiences,4,
SOC 425,Social Movements,4,
SOC 430,Sociology of Globalization,4,
SOC 442,Criminology,4,
SOC 446,"Race, Culture & Ethnicity",4,SOC 101
SOC 458,Sociological Theory,4,
SOC 460,Environmental Sociology,4,
SOC 461,Urban Sociology,4,
SOC 463,Social Stratification,4,
SOC 466,Program Planning and Evaluation,4,
SOC 466,Program Planning and Evaluation,4,
SOC 469,Survey Research,4,SOC 301W or similar research methods course with instructor permission.
SOC 472,Drugs and Society,4,
SOC 479,Sociological Ethnography,4,
SOC 480,Qualitative Methods,4,SOC 301W or similar research methods course with instructor permission.
SOC 482,Social Change,4,
SOC 483,Contemporary Families,4,
SOC 484,Sociology of Religion,4,
SOC 485,Selected Topics,2-6,
SOC 490,Workshop,1-3,
SOC 492,Honors Reading,1,
SOC 493,Community Engaged Research,4,Consent
SOC 497,Internship: Sociology,1-12,Consent
SOC 499,Individual Study,1-6,Consent
SOST 200,Introduction to Social Studies Teaching,2,
SOST 222,Selected Topics,1-4,
SOST 299,Individual Study,1-6,
SOST 450,Teaching Social Studies Secondary School,4,Concurrently with KSP 440
SOST 485,Topics,1-6,
SOST 491,In-Service,1-6,
SOST 499,Individual Study,1-8,
SOWK 212,Introduction to Social Work,4,
SOWK 215,Introduction to Social Welfare Services,4,
SOWK 215W,Introduction to Social Welfare Services,4,
SOWK 255,Global Responses to Human Need,3,
SOWK 291,Exploratory Studies,1-3,
SOWK 310,Human Behavior in the Social Environment,4,SOWK 212 AND SOWK 215 OR SOWK 215W
SOWK 310W,Human Behavior in the Social Environment,4,SOWK 212 AND SOWK 215 OR SOWK 215W
SOWK 315,Junior Field Experience,4,SOWK 212. Select one course from SOWK 215 or SOWK 215W
SOWK 316,Professional Skill Development in Social Work,4,"SOWK 212, SOWK 215"
SOWK 410,Social Welfare Policy,4,"SOWK 212, SOWK 310. Select one course from SOWK 215 or SOWK 215W."
SOWK 415,Child-Family Welfare Services,3,
SOWK 417,Co-morbidity of Mental Health & Substance Use Disorders in Social Work,3,
SOWK 419,Social Work and Aging,3,
SOWK 422,Social Work and Chemical Dependency,3,
SOWK 425,Social Work in Health Care Setting,3,
SOWK 427,Social Work Response to Intimate Partner Violence,3,
SOWK 430,Social Work in the School Setting,3,
SOWK 432,Social Work and Disabilities,3,
SOWK 435,Applied Social Work Research,4,"Select one course from STAT 154, PSYC 201, SPC 202, ECON 207, HLTH 475. Or other statistics course as approved by BSSW Program Advisor."
SOWK 441,Generalist Social Work Practice,4,Admission to the BSSW Program/major. Permission to register given by BSSW Program.
SOWK 443,Social Work Interviewing and Counseling Skills,4,SOWK 441. Permission to register given by BSSW Program.
SOWK 446,Organizations and Community Practice,4,SOWK 441. Permission to register given by BSSW Program.
SOWK 450,Integrative Seminar,4,"SOWK Foundation, Practice Sequence, and permission"
SOWK 455,Social Work Practicum,8,"SOWK Foundation, Practice Sequence, and permission"
SOWK 485,Selected Topics,1-6,
SOWK 490,Workshop,1-3,
SOWK 492,Honors Reading,1-3,
SOWK 495,Social Work Honors Paper,1-3,
SOWK 497,Internship: Social Work,1-10,
SOWK 499,Individual Study,1-6,
SPAN 101,Elementary Spanish I,4,SPAN 101 or equivalent
SPAN 102,Elementary Spanish II,4,SPAN 101 or equivalent
SPAN 193,Individual Study Abroad: Elementary Spanish I,1-6,
SPAN 194,Individual Study Abroad: Elementary Spanish II,1-6,
SPAN 201,Intermediate Spanish I,4,one year university level Spanish or equivalent
SPAN 202,Intermediate Spanish II,4,one year university level Spanish or equivalent
SPAN 210W,Composition and Conversation Workshop,4,
SPAN 250,Spanish Through Latin Dancing,4,Two years of university level Spanish or equivalent
SPAN 256,Individual Study Abroad: Supervised Project,1-6,
SPAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4,
SPAN 293,Individual Study Abroad: Intermediate Spanish I,1-6,One year university level Spanish or equivalent
SPAN 294,Individual Study Abroad: Intermediate Spanish II,1-6,One year university level Spanish or equivalent
SPAN 301,Topics in Language,1-4,Two years of university level Spanish or equivalent
SPAN 310,Conversation,1-4,
SPAN 311W,Composition Workshop for Heritage/Bilingual Speakers,4,
SPAN 350,Topics in Hispanic Cultures,4,Completion of 4 credits of 300 level or equivalent
SPAN 355,Spanish Cultures,1-4,Two years university level Spanish or equivalent
SPAN 356,Latin American Cultures,1-4,Two years university level Spanish or equivalent
SPAN 365,Selected Readings,1-4,Two years university level Spanish or equivalent
SPAN 393,Individual Study Abroad: Advanced Spanish I,1-6,Two years university level Spanish or equivalent
SPAN 394,Supervised Study Abroad: Advanced Spanish II,1-6,Two years university level Spanish or equivalent
SPAN 395,Individual Study Abroad: Readings in Hispanic Literature,1-6,
SPAN 396,Experiencing Diverse Cultures,1-3,"SPAN 201, SPAN 202"
SPAN 401,Topics in Linguistics,1-4,Completion of 4 credits of 300 level or equivalent
SPAN 402,Topics in Spanish Peninsular Literature,1-4,Completion of 4 credits of 300 level or equivalent
SPAN 403W,Topics in Spanish American Literature,1-4,Completion of 4 credits of 300 level or equivalent
SPAN 405,Topics in Hispanic Literatures,4,Completion of 4 credits of 300 -level or equivalent proficiency level.
SPAN 407,Topics in Translation,1-4,
SPAN 450,Spanish for the Professions,4,"completion of eight 300-level credits, or equivalent"
SPAN 492,Independent Study,1-3,"Completion of eight 300-level credits, or equivalent"
SPAN 493,Individual Study Abroad: Topics in Language and Linguistics,1-6,Two years university level Spanish
SPAN 494,Individual Study Abroad: Topics in Spanish American Literature,1-6,Two years university level Spanish
SPAN 495,Individual Study Abroad: Topics in Spanish Peninsular Literature,1-6,Two years university level Spanish
SPAN 496,Individual Study Abroad: Topics in Spanish American Culture,1-6,Two years university level Spanish
SPAN 497,Individual Study Abroad: Topics in Spanish Peninsular Culture,1-6,
SPAN 498,Internship: Spanish for the Professions,1-4,
SPAN 499,Individual Study,1-4,"completion of eight 300-level credits, or equivalent"
SPED 108,Human Services and Disabilities,3,
SPED 320,Culturally and Linguistically Sustaining Practices Seminar 1,1,
SPED 321,Culturally and Linguistically Sustaining Practices Seminar 2,1,
SPED 322,Culturally and Linguistically Sustaining Practices Seminar 3,1,
SPED 323,Culturally and Linguistically Sustaining Practices Seminar 4,1,
SPED 324,Accessing the general education curriculum,2,
SPED 333,Transition Plan/Secondary Methods for Students w/Mild Moderate Disabilities,4,
SPED 401,IEP Writing and Professional Practice,4,
SPED 404,Instructional Decision Making,4,
SPED 405,Individuals with Exceptional Needs,3,
SPED 406,Strategies for Teaching Learners with Special Needs: Reading & Writing,4,
SPED 407,Positive Behavioral Interventions and Supports,3,
SPED 408,Individuals with Diverse and Exceptional Needs,4,
SPED 409,Learning and Human Development for Diverse Learners,4,
SPED 410,"Assessment, Evaluation, and Individualized Planning for Diverse Learners",4,
SPED 411,Effective Strategies for the Inclusive Classroom,4,
SPED 412,"Due Process, Planning & Design of the Individual Education Program",4,
SPED 413,Professional Growth and Development for Teachers of Diverse Learners,4,
SPED 414,Literary Methods for an Inclusive Classroom: Diverse Learners,4,
SPED 422,Strategies for Teaching Learners with Special Needs: Math and Science,4,
SPED 425,Foundations of ASD and EBD,4,
SPED 426,ASD and EBD Methods,4,
SPED 427,Assessment and Data-based decision making in Special Education,4,
SPED 428,Emotional and Behavioral Disorders methods,4,
SPED 429,Autism Spectrum Disorders methods,4,
SPED 430,Student teaching: Emotional and Behavioral Disorders,3,
SPED 431,Student Teaching: Autism Spectrum Disorder,3,
SPED 448W,Behavior Management and Learning Environments for Diverse Learners,4,
SPED 458,Seminar: Student Teaching,4,
SPED 459,Student Teaching: Mild and Moderate Disabilities,8,
SPED 490,Workshop in Special Education,1-3,
SPED 491,In-Service Special Education,1-2,
SPED 499,Individual Study,1-3,
STAT 154,Elementary Statistics,4,"Satisfy Placement Table in this section, or MATH 098 with grade of P."
STAT 221,Applied Probability and Statistics for Engineers,3,"MATH 112 with grade of ""C"" (2.0) or better"
STAT 354,Concepts of Probability & Statistics,4,MATH 122 with C or better or consent
STAT 356,Introduction to Programming in SAS,3,STAT 154 or instructor’s approval
STAT 398,CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor permission; co-op contract; other prerequisites may also apply.
STAT 450,Regression Analysis,3,"MATH 354 / STAT 354 or STAT 455 with ""C"" (2.0) or better or consent"
STAT 451,Design and Analysis of Experiments,3,"MATH 354 / STAT 354 or STAT 455 with ""C"" (2.0) or better or consent"
STAT 455,Theory of Statistics I,4,"MATH 223 with ""C"" (2.0) or better or consent"
STAT 456,Theory of Statistics II,4,"MATH 455, STAT 455 with ""C"" (2.0) or better or consent"
STAT 457,"Sample Survey, Design and Analysis",3,"Either MATH/STAT 354 or both MATH 121 and STAT 154 with ""C"" (2.0) or better, or consent."
STAT 458,Categorical Data Analysis,3,"Either MATH/STAT 354 or both MATH 121 and STAT 154 with ""C"" (2.0) or better, or consent."
STAT 459,Nonparametric Methods,3,"Either MATH/STAT 354 or both STAT 154 and MATH 121 with ""C"" (2.0) or better, or consent."
STAT 488,Seminar,1-3,
STAT 491,In-Service,1-4,
STAT 492,Statistics Capstone Experience,3,"STAT 457, STAT 458, STAT 459, STAT 450 (at least two of these)"
STAT 495,Selected Topics,1-4,
STAT 498,Internship,1-12,
STAT 499,Individual Study,1-4,
THEA 100,Introduction to Theatre,3,
THEA 101,Acting for Everyone,3,Consent
THEA 102,Theatre Activity: Acting,1-2,Consent
THEA 103,Theatre Activity: Management,1-2,Consent
THEA 104,Theatre Activity: Dance Captain,1-2,Consent
THEA 105,Theatre Activity: Stagecraft,1-2,Consent
THEA 107,Theatre Activity: Costume,1-2,Consent
THEA 108,Theatre Activity: Lighting,1-2,Consent
THEA 109,Theatre Activity: Sound,1-2,Consent
THEA 110,Fundamentals of Acting,3,Consent
THEA 111,Private Voice for the Actor,1,Consent
THEA 121,Movement for Theatre,3,Consent
THEA 210,Intermediate Acting,3,THEA 110 or consent
THEA 212,Music Skills for Theatre I,2,
THEA 213,Music Skills for Theatre II,2,THEA 212
THEA 214,Singing for the Actor,1,Permission of Instructor
THEA 215,Audition Methods,3,THEA 110 or consent
THEA 231,Stage Management,3,
THEA 235,Fundamentals of Directing,3,THEA 100 and THEA 101 or THEA 110
THEA 240,Basic Design,3,THEA 100
THEA 245,Scene Painting I,3,Consent
THEA 252,Theatre Technology,3,THEA 100
THEA 255,Stagecraft,3,THEA 100
THEA 260,Costume Construction,3,THEA 100
THEA 262,Dance Production: Costumes,1,
THEA 265,Stage Makeup,2,Consent
THEA 270,Lighting Technology,3,THEA 100
THEA 272,Dance Production: Lighting,1,
THEA 275,Sound Technology,3,THEA 100
THEA 276,Dance Production: Sound,1,Consent
THEA 285W,Theatre of Diversity,3,
THEA 295,Touring Theatre,1-4,Consent
THEA 300,Summer Stock,1-4,Consent
THEA 301,Practicum: Directing,1-2,Consent
THEA 302,Practicum: Acting,1-2,Consent
THEA 303,Practicum: Theatre Management,1-2,Consent
THEA 304,Practicum: Scene Design,1-2,Consent
THEA 305,Practicum: Tech Theatre,1-2,Consent
THEA 306,Practicum: Costume Design,1-2,Consent
THEA 307,Practicum: Costume Construction,1-2,Consent
THEA 308,Practicum: Light Design,1-2,Consent
THEA 309,Practicum: Sound,1-2,Consent
THEA 311,Private Voice for the Actor,0,THEA 111
THEA 315,Careers in Theatre,1,THEA 100
THEA 335,Intermediate Directing,3,THEA 235
THEA 337,Devised Theatre,3,THEA 100
THEA 381W,Play Analysis,3,THEA 100
THEA 400,Portfolio Seminar,1,Consent
THEA 410,Musical Theatre Acting I,3,THEA 210 or consent
THEA 411,Music Theatre Acting II,3,THEA 210 and consent
THEA 412,Theatre Speech,3,THEA 210 or consent
THEA 414,Stage Dialects,3,THEA 413
THEA 416,Acting Scene Studies,3,THEA 210 or consent
THEA 417,Acting Techniques,3,THEA 210 or consent
THEA 417W,Acting Techniques,3,THEA 210 or consent
THEA 418,Acting Styles,3,THEA 210 or consent
THEA 419,Acting for Radio/TV,3,THEA 210 and consent
THEA 426,Stage Combat,2,Consent
THEA 430,Theatre Management,3,Consent
THEA 432,Practicum: Choreography,1-2,Consent
THEA 433,Practicum: Musical Directing,1-2,Consent
THEA 434,Practicum: Dramaturgy,1-2,Consent
THEA 435,Advanced Directing Methods,3,THEA 235 and consent
THEA 440,Scene Design I,3,THEA 240 or consent
THEA 441,Scene Design II,3,THEA 440
THEA 444,Styles and Ornamentation,3,Consent
THEA 445,Scene Painting II,3,THEA 252 or consent
THEA 448,Drawing and Rendering for the Theatre,3,THEA 240
THEA 451,Drafting for the Theatre,3,Consent
THEA 455,Technical Direction,3,THEA 255
THEA 456,Advanced Technical Direction,3,THEA 455
THEA 460,Costume Design I,3,THEA 240 or consent
THEA 461,Costume Design II,3,THEA 460
THEA 464,Costume History,3,Consent
THEA 465,Advanced Makeup,3,THEA 265
THEA 470,Lighting Design I,3,THEA 270
THEA 471,Lighting Design II,3,THEA 470
THEA 472,Virtual Lighting,3,THEA 470. Permission of Instructor
THEA 474,Advanced Sound Technology: Digital Audio Systems,3,THEA 275
THEA 475,Sound Design I,3,consent
THEA 476,Sound Design II,3,THEA 475
THEA 481,History of Western Theatre,3,THEA 100
THEA 482,Perspectives in World Performance,3,THEA 100
THEA 483,Musical Theatre History,3,Consent
THEA 485W,Theatre Dramaturgy,3,THEA 100 and consent
THEA 487W,Playwriting,3,THEA 100. Permission of instructor.
THEA 490,Topics in Theatre,1-3,THEA 100. Permission of Instructor
THEA 497,(1-8) Internship,1-8,Consent
THEA 499,Individual Study,1-3,Consent
URBS 100,Introduction to the City,3,
URBS 110,The City: Design and Architecture,3,
URBS 150,Sustainable Communities,3,
URBS 230,Community Leadership,3,
URBS 230W,Community Leadership,3,
URBS 401,Foundations in Urban Management and Planning,3,
URBS 402,Urban Analysis,3,
URBS 412,Public Information and Involvement,3,
URBS 413,Urban Program Evaluation,3,
URBS 415,Urban Housing Policy,3,
URBS 417,Urban Administrative Law,3,
URBS 431,Urban Design Principles,3,
URBS 437,Urban Heritage Preservation,3,
URBS 438,Historic Preservation: Policy and Field Methods,3,
URBS 453,Grants Administration,3,
URBS 457,Economic Development,3,
URBS 461,Environmental Planning,3,
URBS 471,Urban Transportation,3,Consent
URBS 481,Selected Topics,1-3,
URBS 485,Community-Based Problem Solving,1-6,Consent
URBS 489,Capstone Seminar,3,Consent
URBS 497,(1-12) Internship,1-12,Consent
URBS 499,Individual Study,1-4,Consent
WELL 100,Building Academic and Wellness Skills for Student Success,1,
WLC 280W,Parallel Worlds: Exploring Cultures & Symbols,4,
WLC 310,Portuguese for Spanish Speakers,4,SPAN 201W. Completion of one 300 level Spanish course or equivalent intermediate-midproficiency level of Spanish for admission to the course. See department for language proficiency evaluation information or instructor permission.
WLC 398,CPT: Co-Operative Experience,0,
WLC 460,Methods of Teaching Modern Languages,3,Students must demonstrate sufficient language competence in the target language so as to be able to teach courses exclusively in the target language. See content faculty for evaluation.
WLC 461,Applied Modern Language Teaching Methods,1,
WLC 462,Foreign Languages in the Elementary School (FLES) Methods,3,Students must demonstrate sufficient language competence in the target language so as to be able to teach courses exclusively in the target language. See content faculty for evaluation.
WLC 463,Applied FLES Methods,1,
WLC 499,Individual Study,1-4,
